subject,predicate,object
u-o-5MEqwSsiHKiPNL09e54g,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
u-e5Yz2QXmn5c08_R46GNjig,ORDER,Coconut_Milk_Soup
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-I3y5ux_ErvxFwKe0xwQtzQ
u--3L0d2OoL7KOVgHrxybdjw,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-e36kRKyjB36CzB0Bkdk8ow,WRITE_REVIEW,r-iJth0_U7kbK4VDx6MBfO8g
u-_0imCCE2cmQ2aiD6nudNdQ,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
u-Dm00e4b2n5cZLvlY3dRWlg,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Tikka_Masala
b-gA4bnK91phT5FTzG4ki3Dw,HAS_CATEGORY,Indian
u-z-9-XZdrmRrOFpMKAQ2rvQ,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Mango_Lassi
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-zetqJKgq0ChGCveRslbJbA
b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-vNyW4zJGo8h2lf0gh2hv1g
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-aqY4g4IUqWAU8Pw3xLOfMw
u-vSj-FLuJsiyJrKaJhHuSbA,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_ASPECT,Food
Good,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Rice
u-_DaFdmq0gtXf1spn1qC_1Q,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
u-HhshgpOwUGDk0_yI-Sa42w,ORDER,Chilli_Fish
u-cvBW7RDkXHG0Z0wZMx6tkg,RATE,b-COfzp0tze_F8N13zn40zzg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-O7uA7bbfKOWaQwJdCAvYYw
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_MENU,Onion_Pokuras
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-ursnXBml6nZm_maThc1JSw
u-RsuNc8EdA9J_dsImcheaRQ,WRITE_REVIEW,r-Z_5bB4QSofAxngMT3GwZKA
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-QnpKIsvjbezFS5qejki3nw
u-aWW3OuhW1LM2HLqeyQQusA,WRITE_REVIEW,r-cEXiLygWu6NdZ0QsLzRSwQ
Good,MENU_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
u-pd8Dxw4kTgXb34RvlKo9HQ,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
u-9NnDa6TR53tiS7_3in4bRA,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
Expensive,ASPECT_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
u-whi_8onFyy-kR8-3qubApQ,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
u-S9F2a5MxI22ke1LX7JnIxg,WRITE_REVIEW,r--9HIJfQWdvx3vFBbjzfSrg
u-CgaxrZFHnfdXT8goelBTaA,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
u-VkctVLKkWN4LXI6XEHQy0g,VISIT,b-idrN6XWKErG6nKDsEMNbOQ
Service,IS,Good
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Chutney
Butter_Paneer,IS,Good
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chicken_Noodles
Naan,IS,Good
u-0E1I0MGQNAXm4bpdU7VjZw,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
u-149dpixd6C2SwLcVfp5kvQ,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
u-m_H93eDKdiBlRv8K7Ffgsg,RATE,b-MgsOZpYSntKSCzNROiWgYQ
u-FoVZlbbz0e19YiOR8DCYLA,WRITE_REVIEW,r-ces6CMPa5hqgg2JYtXy09g
Delicious,MENU_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
b-0cf-w9PK5gLkBkitL3bdqw,HAS_MENU,Curry_Dish
u-3djzzKLhsa2oRq6RZRSEzQ,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
Egg_Roll,IS,Stale
b-0zTLMQOZhiCp9GFtegiFsw,HAS_ASPECT,Food
b-0cf-w9PK5gLkBkitL3bdqw,HAS_MENU,Bread
Delicious,ASPECT_ATTR_FOR,b-h-psPOmlY0mCOflb3S3rdQ
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_ASPECT,Food
u-M4P02bBbTauuwP6OhGpT-g,WRITE_REVIEW,r-BwsHn9uBQ4FCBPiv6EY_ug
Delivery,IS,Fast
u-sqJSiq09a_BsAAi_4LIhkw,VISIT,b-kG0N5urz2lkPEBDPjqFR3w
u-UCG-PGg-rI8DdxbO9-SDyA,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
u-PiSCokd01nxdMkVQRV_R7A,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Sauce
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_REVIEW,r-5Bqhd5QtwVTV981B6mU9oA
Good,MENU_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
b-tIXpNWE6R1yadAThbSefHw,HAS_MENU,Chili_Chicken
Pavbhaji,IS,Weird
u-iDKACypOoE2mIuzRJubLAA,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
Customer_Service,IS,Odd
u-rmi2A8k-Q7JeR9fVAykDlw,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Choolaah_Salad
u-mkG5CBX5zbvKLOhHBaaYFg,RATE,b-Dh2Z3WNu6M71LbMNHEeg3w
Parking,IS,Available
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_CATEGORY,Halal
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Naan
u-c_IWI6W5oqZztQ2X3h_fPw,WRITE_REVIEW,r-SqPsOnjLFGFX7CTXSTekxQ
Staff,IS,Pleasant
b-gw0ZS5b5RP3Lzr1BoCbALg,IS,Outstanding
u-KOEZpAqnrbJnaZVn9mkujw,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
u-UkeDbSHVa8v1wZ_Ox0W9Eg,WRITE_REVIEW,r-o09pgK8-0Pd31ImH42OZMQ
b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-i5Idwlikx9aD1yiWHFxgUQ
u-gmK4EGz8-sXyfpb_m2aHKw,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
Friendly,ASPECT_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
Cold,ASPECT_ATTR_FOR,b-CvOxwAhmwwy3sQRKYVAjGg
b-BxkVct02QHybp54ATZgkUQ,HAS_ASPECT,Service
u-1CDW7BEazglxMZLSrq4EPg,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
u-BP0Qe_iFslyq7t6Xugvzrg,VISIT,b-mOsKIonnlHllP9gfbXdgnQ
u-mPFvAMuAS9s1z8fA6bXazQ,RATE,b-0cf-w9PK5gLkBkitL3bdqw
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-ciQsIhMvL28r3wPtcNLSMw
u-oa0ddO4U3KgSAd4i-l-e4A,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
Great,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_MENU,Naan
u-uOCeUWDvxDt1g_6aX3MMbQ,WRITE_REVIEW,r-dCHt4F0VpboYCNrJkA1tAg
Good,ASPECT_ATTR_FOR,b-XvuUYiJYAAiNC4AmdbBZ8g
u-mibgjGSMUS9F8zyWRa-f7w,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_MENU,Chicken_Pakora
b-f6T2YaTfGoSyQV-l4jzrjw,HAS_ASPECT,Food
Shrimp_Pakora,IS,Amazing
u-PiZITljA7_z4smI411o40Q,WRITE_REVIEW,r-MFUlIQwtWYuxhfXi2l-Kfg
b-f6T2YaTfGoSyQV-l4jzrjw,HAS_REVIEW,r-fvzagswqJURWAwzH_PqUkA
b-0cf-w9PK5gLkBkitL3bdqw,HAS_ASPECT,Food
b-nbf4o8gUP2y9JKFE2wBO2A,HAS_REVIEW,r-0yxUoy57b-8cHJEwlqjhXg
u-ps3T5nr0ZTNKmMijQ50RRw,VISIT,b-W_9ophRRWO924hn1S-y2Hg
u-pd8Dxw4kTgXb34RvlKo9HQ,ORDER,Chicken_Dish
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-X5rHKzpEQovvkPa_LU9O8w
Veg_Biryani,IS,Flavourful
u-_Wlr3Z5dTcpVa2L5_f5c0A,WRITE_REVIEW,r-MoTK23PBtjFw0L2ZHR2_ZQ
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Chicken
Ambience,IS,Good
Like,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
u-oenzGqlVMNpVq_Qrn6iAjA,WRITE_REVIEW,r-JZGaigCXeYin_NyAL6zcdg
u-VTLRv5RsJR-NU17JP9vhZg,WRITE_REVIEW,r-p61m7RXPEHQJVTKPqKHuBQ
Helpful,ASPECT_ATTR_FOR,b-Dd1w7xR7Xs3bthwusgy33Q
u-d2mjWg0euCJYfkeWd7dckg,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
Customer_Service,IS,Fantastic
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-VI08BoqRfklIRTDGe_Bveg
Service,IS,Fine
Fabulous,MENU_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
Pad_Thai,IS,Sweet
u-9TC7-M_iaH9Xg4c4CjhetA,WRITE_REVIEW,r-ohzsELKFmjGOM9vDSxa3DA
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-pkIo9OP05UDE7ywuRdCPTw
Unsatisfactory,MENU_ATTR_FOR,b-or1daHtUK9b7sqFRPf62GQ
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Sauce
Service,IS,Exceptional
u-ce5beSlZZziUJUii1-c9FA,RATE,b-j9YFHVQqxM_qKHIc4nck-A
u-tB5TYqLSZBSIY2RlEOMkPQ,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
Chicken,IS,Good
u-9IRuYmy5YmhtNQ6ei1p-uQ,VISIT,b-rYziPPEILDXJ_F5uKR--YQ
u-Jnx8GE372nbzljZ5VqZcGA,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
u-W66pmCWETd2cFnWT4Mrn3g,VISIT,b-RE4qn28MEiDrM1PbdYVgxA
b-COfzp0tze_F8N13zn40zzg,HAS_REVIEW,r-YlWBLwEPXx1idplwtQIElg
u-GqLTKz0YsSkX-DTc9oHrBg,RATE,b-xSuR0FK8cHzBLXowCV3Pyw
u-IbBN7msvCU8sO55o1pfgyw,VISIT,b-qMw7mFHAjgG7qN82aXmeZg
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_MENU,Murgh_Tikka_Masala
Smile,ASPECT_ATTR_FOR,b-j4ytRzcmtU4cLMBrhY7jMA
b-j9YFHVQqxM_qKHIc4nck-A,HAS_MENU,Bombay_Chicken
u-zzpbqXAEAsoSToIDerh15g,WRITE_REVIEW,r-UA9Fyu4gAk_ZSZVCLNA97w
Nice,MENU_ATTR_FOR,b-f6T2YaTfGoSyQV-l4jzrjw
u-ugLzELm2bWV_7fvDKjBaZw,RATE,b-De8Z9rLZOmf-icp3gDxCZA
b-_X0M7EMx475KZSX9wAsmgg,HAS_MENU,Dessert
u--XgkT-ADQUzdjfYL8H3Rwg,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
u-5Yp97FvmqfWrymhsOxb2bw,WRITE_REVIEW,r-QR4j8Vis96gH9FUixifczQ
Tasty,MENU_ATTR_FOR,b-gsc1j3RZQdScBnULSwaV9A
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-VDyJIraDJ7Fb36XoMJEhGg
Great,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-yy_FhzQCeLreV21OBccPAg,HAS_REVIEW,r-e39YzLgycPEgx_wtDWlRvA
u-kFxUTucJzwiQnMsCOOb-eg,RATE,b-BoiAZQB9AHRvazM055GFOw
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-aEV2olcJYabRS1t2699YXw
Curry,IS,Good
u-nrUz27WKP4CCRaVhacp4jw,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-DiVQyRFP1CwVrDtEosd9fg
u-OIVAJo8QryN-bJOjOvxkVQ,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
u-2w-u6meVnnX_gEsOg7p4BQ,WRITE_REVIEW,r-oR-DLE92ap_EHiNE4vZo6w
u-JB4_tH5U_oN7Xl3MA4aeHw,RATE,b-DeI4KqEeWy0cTdh7Wy5_RA
b-0cf-w9PK5gLkBkitL3bdqw,HAS_ASPECT,Food
u-fMcplBt_OQ7V-TQusZmTGw,RATE,b-scM6rLQqoz5dEIgwz_JFsg
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_ASPECT,Price
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-ItOMYe2RoCkwtAwZT5d5OQ
b-RE4qn28MEiDrM1PbdYVgxA,LOCATED_IN,Brampton-Canada
Bhindi,IS,Good
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r-SS0rzc_mz1nGG8rH96Ymjg
u-a_GjlE2X__OFax_IrrpWoQ,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
u-W2mSXNvEt2xtuFZaGKFEww,VISIT,b-or1daHtUK9b7sqFRPf62GQ
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_ASPECT,Food
u-M4PJxqhzurzkEwVl3lki5Q,RATE,b-V_jIfMz9Z7a5mthleRq0_w
u-VbB0_jzI_DrnPY4DuROVkQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Service
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_ASPECT,Food
u-rDdYOC8J1au2-fmV0cxOTQ,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
u-GbE4b9qRrrOEAvRFXvZrfQ,WRITE_REVIEW,r-pyNzb53SNVXsK_rV7ARokA
u-eUiAbOh5AbbRAlBHlCTAYw,HAS_FRIEND,u-JnPIjvC0cmooNDfsa9BmXg
Chill,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
u-qG6efDYJMalIIBCYP2ffnQ,WRITE_REVIEW,r-t47UYQoqoCFed6cAZb1aJQ
u-GQEE5zo9IFo1_r4k_uIKDQ,WRITE_REVIEW,r-rSkDznTcfof0QZmitPBZHg
Great,MENU_ATTR_FOR,b-c4qE3ygdEQUD9dZjganavA
b-0cf-w9PK5gLkBkitL3bdqw,HAS_ASPECT,Service
b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-LOnKUx2UoRgSUCO8450TyA
Mantra_Mixed_Grill,IS,Good
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Chutney
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-4KtF1Gv-eax00qNZWUVbpQ
u-hrThx_nXKfdElLbpF-8V3g,WRITE_REVIEW,r-Gd6mzl4JIF6Iz_K6zVDe9w
u-GfBlSfHWrN7H91ImU4nYLA,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-dEq6Ur1mt6mhJwQvJHRT5w
u-hFfD_E7xWYtCNhMPfBYJJQ,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
u-Xx1JKB3Zf8XKA2O6-qsjVA,VISIT,b-dg4EMyM1feTEWfLPSbunrg
u--eJ_T5xUOO5izXe0_1Mbjg,WRITE_REVIEW,r-gTxq4duv9-UFIOXjYVl42g
u-o68A_3bAJTge-ioGXHdxKA,WRITE_REVIEW,r-ZCrjKYZCU6I0ZFavxKRC-Q
u-E-F49aokwOCxGTf3cp_MXw,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
u-c8qFkI_VusWo0xZvkjfBWQ,VISIT,b-3frFidAcPVYAFB2RxxkIdA
Tender,MENU_ATTR_FOR,b-COfzp0tze_F8N13zn40zzg
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_ASPECT,Taste
u-gZUVSBm-BWntWeQTYH04UQ,WRITE_REVIEW,r-oYahpFRitB_FnKpkNzL6Zw
u-5UFCvsTSJMfPqQFQLckIQw,WRITE_REVIEW,r-KY5nMWd5issEwDfbAAYI8Q
u-qnoXQsDOTOFwJEYXSCnHEQ,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
Food,IS,Amazing
Awful,MENU_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
u-IQ8JZGg2po5YrcYqCBQQrw,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
Ambience,IS,Good
u-uYx0D8qGz3dNfnPyehAtuw,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
u-JVNmhQ9Lk5LZ-gpTG6g7DA,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-FOqkpGKJTQWcKwHQ9pTncA
u-3Fmj7MfGfsUUK1kTWCSL_g,WRITE_REVIEW,r-Ms86lMLN6Pou83A98EfJuw
u-DIL-EZK8_ibl_Q6gCi0krw,ORDER,Mango_Lassi
b-3wJ4kJsJhayyfJ30HsS04g,HAS_REVIEW,r-IF32OL8ZF_h73TVrnrIBdQ
Taste,IS,Good
Fresh,MENU_ATTR_FOR,b-xYpAg60oZVbOtSYgrOKBgQ
Chutney,IS,Great
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-zddomBXzYH_gSfHFN-505g
u-T1F_rFrOHmJwCxVYzH1Bmg,RATE,b-BoiAZQB9AHRvazM055GFOw
Food,IS,Outstanding
Food,IS,Excellent
u-GpTlLaNcWnaYIGFNOYj6yA,VISIT,b-j9YFHVQqxM_qKHIc4nck-A
b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Fried_Rice
u-0uVAseVd1TgEGE2MY4C7Kg,WRITE_REVIEW,r-DkWTAaqqYzjmtXhztPhwSw
u-fn7gU92_4FWDMcZZMgXN_w,WRITE_REVIEW,r-W77W48XgerisG1sOOJyL7A
u-EnIJz6JaLgPE4JA8eyZjbA,RATE,b-De8Z9rLZOmf-icp3gDxCZA
b-yy_FhzQCeLreV21OBccPAg,HAS_MENU,Chicken_Pakora
Reasonable,ASPECT_ATTR_FOR,b-Dd1w7xR7Xs3bthwusgy33Q
Exceptional,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
Food,IS,Great
u--GzOj_A2kVcKH6rIjbPWPg,WRITE_REVIEW,r-NnXcSPVFuYdVIReu0JrdDg
u-hNddW0avP_-eGJlOoAZ8lA,WRITE_REVIEW,r-lqU00ETeOKrwxSZr_BKGOw
Exceptional,ASPECT_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
u-4XumCjcCk9sHVfXXTsHzcw,ORDER,Tandoori_Chicken
u-QjXmfgV4cqIC2HvPtrrmZQ,WRITE_REVIEW,r-V5K4-g2fscKKwkb1x66QFg
u-3gpVaFMgPtMTk90FY2BEfg,RATE,b-h3_Jnt_y0VPaC5x5kCWY0w
b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Veg_Thali
u-Py86wn0uUoSapRIqfwkReg,RATE,b-0zTLMQOZhiCp9GFtegiFsw
u-_VtgrnnPVIE3ahJ2R8RW6Q,WRITE_REVIEW,r-gR0AbZwzlZCaoOSw4etDHQ
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-8pqN36s8OFX5e-AFKrpUJg
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-6xvpWwENZ4Zjf96Bo4jx4A
u-C-LMbZB14oGA1mB6wS8zgQ,WRITE_REVIEW,r-nTu5PznZqqPRK0G489AfRA
b-f6T2YaTfGoSyQV-l4jzrjw,HAS_REVIEW,r-NlMgDT-IY6DnY4azjmRIsw
u-uqIxADC87WyrDqA4F-6j4A,RATE,b-S4qUsi44l5D9BbUCkhwQEA
u-2BEDMCl2ZPoEu1cT-ZsXoA,RATE,b-BxkVct02QHybp54ATZgkUQ
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-PFbLaRiO-qUr1ROwV1tJpg
u-UAULEDfAO5LMZh5l4bIVJw,RATE,b-kG0N5urz2lkPEBDPjqFR3w
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Chicken_Saag
u-GYeehsTkLh0liaZs4B0uMw,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-fDBybzZAL5UDscd33HCXyA,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
u-Wx7cbLDqYEL3_aVZwh82Ww,VISIT,b-_X0M7EMx475KZSX9wAsmgg
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Chana_Masala
u-Z3Z4Gb8Z8Ecm9fNQMg3wAg,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
Service,IS,Excellent
u-RIbetEfjGK5ScINQlIsrbw,WRITE_REVIEW,r-FHdQ7NqdrB1MCKjQI6p-kg
b-vZu3xxlMQSqFngDgdFLfXg,HAS_REVIEW,r-sVZWYzvVaOZlLlOGCYGJFg
u-dwBPLpjJ95eM73_RyuL2tg,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
Naan,IS,Outstanding
u-7vJcXAjnP4GFlJQO0uyI1w,RATE,b-pU7L-CQpl4syUwfEGAlb8g
Flavourful,MENU_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
u-yxqL5WzNSysXZeZtjH9LhQ,RATE,b-qcqDjeirxvdgW5kQVkEwSA
u-oS4LtlOtlnbpS7c-2NVEYQ,WRITE_REVIEW,r-a84inKsbVpxYXApUmZW97g
Naan,IS,Good
Food,IS,Excellent
Food,IS,Delicious
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-ZQXbDEMkaWc9MpyKfiRV7Q
Great,ASPECT_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
u-XmAjt20HjQD8_CuV0eE4YA,RATE,b-W_9ophRRWO924hn1S-y2Hg
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-rR5gW5ZTgD02RDwUXbTzBg
u-FwKfsey3SqpsxLz3_2raFw,ORDER,Naan
b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_ASPECT,Service
b-Dh2Z3WNu6M71LbMNHEeg3w,HAS_REVIEW,r-Isk22xzybH8KzXGULNEqtg
u-lMIm1Ye7BeVE21xqlImqEw,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
Parking,IS,Ample
u-sevuUDFe6hw9Xy5QcyzQFw,VISIT,b-qMw7mFHAjgG7qN82aXmeZg
u-owlUazXSDLaxlOV7z8181g,ORDER,Lamb_Vindaloo
Mantra_Masala,IS,Dead
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-8zQPBiLDTw4IbPC_Ca_xww
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r--sTVs0aOCdZQuxVfdvEmmQ
u-pDNAfi0DafmDw9fFYBrw-w,VISIT,b-P4zWgzYzy03D9LeDTpKuDg
u-2XrLB9n3qkEQjbXpcu7GSQ,RATE,b-5VOqWjRXUPc7b1A_NSI9mQ
Food,IS,Delicious
u-6ymZbkJ7vt8eGHA7bHlONg,ORDER,Butter_Chicken
Food,IS,Ready
u-zrgjucUkCgNPWvqwZGvvLA,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
u-TMV_sdcRAzmgByr2ez6dAw,WRITE_REVIEW,r-rY0iMxE_9OzIWhgeOga5-g
u-1CLaXpJSM0xVxAWSgrzOIg,HAS_FRIEND,u-Wx7cbLDqYEL3_aVZwh82Ww
Great,ASPECT_ATTR_FOR,b-COfzp0tze_F8N13zn40zzg
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_CATEGORY,Bars
Worth,MENU_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
u-e_J-x7Cqkh-w9ZObW2E8TA,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
Amazing,MENU_ATTR_FOR,b-ZNdV9ytExuxPTXSN8i2xhw
Food,IS,Great
Food,IS,Exceptional
u-vW0qGR5hRIe2TbGkkfyIjg,ORDER,Biryani
b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Tandoori_Platter
Chicken,IS,Delicious
Dense,MENU_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan
Bread,IS,Good
u-Rc_53_nG895CxygTRRuDmw,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
u-HeiQX_tqWC6Vc6xUOJVlfA,WRITE_REVIEW,r-cqy1ChFLqCcWWH6OH2a-mA
Service,IS,Great
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food
Terrible,ASPECT_ATTR_FOR,b-CB99Ifh4OnBTnuNdRjj_fQ
u-bVoHnrdKUba0y1gQk7KGGQ,VISIT,b-tIXpNWE6R1yadAThbSefHw
u-m0uVfBkFiTbzg1GedPmBug,RATE,b-xSuR0FK8cHzBLXowCV3Pyw
b-BxkVct02QHybp54ATZgkUQ,HAS_ASPECT,Food
u-5INcrkxpxXMbLP1VDBrP9w,WRITE_REVIEW,r-D7BPuBfekN12DhFz5tLiZw
u-XKFAg7zBFtsRyU_5OVEjWg,ORDER,Dosa
b-MgsOZpYSntKSCzNROiWgYQ,HAS_ASPECT,Service
u-z01bY3_w1GieMWOvQHznRA,VISIT,b-_PKXarw3GjlbwbXhjdpUMA
Masala_Dosa,IS,Delicious
u-OWwO6rlPLSINNYA4RNCToA,ORDER,Makhani_Daal
u-gjT7fwlbQ3jT-dQteodvEg,WRITE_REVIEW,r-9iyiA7W8z4_h8dG6sZ4mxg
b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-DmrE4UGHaeEGGIqtbs-sVA
u-842i3p5IxaakeoGPlBEchA,RATE,b-W_9ophRRWO924hn1S-y2Hg
u-vW0qGR5hRIe2TbGkkfyIjg,WRITE_REVIEW,r-uXuWRUp-Q5Miq42luOH80g
b-k9PfKE7KfztoMpOSx25UpA,HAS_MENU,Delhi_Kebab
u-1CLaXpJSM0xVxAWSgrzOIg,VISIT,b-gsc1j3RZQdScBnULSwaV9A
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chilli_Chicken
b-pU7L-CQpl4syUwfEGAlb8g,HAS_ASPECT,Staff
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_CATEGORY,Indian
