0,1,2
u-5wT0vDycEzgq95yVCZ60Aw,HAS_FRIEND,u-YwaKGmRNnSa3R3N4Hf9jLw
Garlic_Naan,IS,Amazing
u-G87gp24y1e96qj8fRpNROQ,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
u-QPsTWMns6I-nMXAfPBPgdg,ORDER,Lentil_Soup
u-eoNhrTvZaT7ygzTyD2pqMQ,RATE,b-gsc1j3RZQdScBnULSwaV9A
u-_qghHnjFaQNgmRRUCHwopQ,RATE,b-j4ytRzcmtU4cLMBrhY7jMA
b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-bAA336uIDBGWXd_Rf-Y5yA
u-U5YQX_vMl_xQy8EQDqlNQQ,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
Nice,ASPECT_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
Ambience,IS,Good
Food,IS,Well
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-VgUQazY0p6F9drCWZ0ho4A
Tasty,MENU_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_ASPECT,Decor
b-mOsKIonnlHllP9gfbXdgnQ,HAS_MENU,Sindhi_Biryani
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-2wn7m-3z3riaM5wqOPjIGA
u-l3WrqqMqahb-1kTg7E2ECA,WRITE_REVIEW,r-aPbFa9EDqL1ycYGzlcJBoQ
b-7vgWonwfqRt9pxR1c00Ulw,HAS_CATEGORY,Pakistani
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_ASPECT,Service
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-M9znn1oB2p5AWFzuM7dPfw
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-D7BPuBfekN12DhFz5tLiZw
Food,IS,Super
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-XtMNJTX21B90oDdMXw_wDw
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_MENU,Nihari_Gravy_Curry
b-0cf-w9PK5gLkBkitL3bdqw,HAS_CATEGORY,Indian
u-3veFPGLWvvEgzD2ut7rFFA,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-CKBA_kAyb2bpHkTH0XAB3Q
High,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
u-E0dC0a9Dl-sYWDAL41wF0g,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
u-hgw7i8neWKMaLQDrcf4N9Q,VISIT,b-W_9ophRRWO924hn1S-y2Hg
u-17T541hwWCZel-sslpBQiQ,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
Naan,IS,Awesome
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_ASPECT,Delivery
b-kfwpXBsMQLqhUvscWB6b9g,HAS_CATEGORY,Indian
u-s0nwBIZHDEPmymCKZ5tMKg,VISIT,b-AZKhBlrI5vgTBm3j9WwnbA
u-SHyWxJxb-mKiNgHPUSu3_g,WRITE_REVIEW,r-GNCwN6ISoPAcWxQZS4FctA
u-R3fz3e2r85XoBl7gzyXRAQ,RATE,b-S4qUsi44l5D9BbUCkhwQEA
u-Fh5BHzzFHavNOvyTWafbtg,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
Service,IS,Great
Ice_Cream,IS,Good
Excellent,ASPECT_ATTR_FOR,b-7vgWonwfqRt9pxR1c00Ulw
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-SOQ94nQIaO-Ik-wrMcu9uA
u-eE1q2WFWiBzHQn47CgasIg,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
u-fYUQbav_JlFe0U1WDxpA_w,RATE,b-eRZuxjnaMviiVyvhejwTBQ
Slow,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food
Nice,ASPECT_ATTR_FOR,b--p-CuUMzN0HQz9OCQ8SZOA
Chandler-United_States,LOCATED_IN,United_States
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_CATEGORY,Indian
Chilli_Chicken,IS,Great
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_ASPECT,Service
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Beef
u-2dDK-DlISX1G22GJAlImiQ,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
u-C6Qltey26Uyo_1wlISdFlg,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
u-AvC5XQAElcGAAn_Wr5auEg,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r-X-Diu1w9ld63TVlnqC3CCg
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Naan_Bread
u-9gCAt3MUi1gEr5t519ckRA,WRITE_REVIEW,r-ijzvIfIHHGNhGGWL9h0JWA
u-xd0mdQP9EIg_JlIIlnQ6Vw,RATE,b-BxkVct02QHybp54ATZgkUQ
Disgraceful,MENU_ATTR_FOR,b-SxuD7iY8QO88PNbSdNmNKg
Price,IS,Reasonable
Good,ASPECT_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
u-FYTtlNc73xYzFG5yTDmM8w,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
u-OWwO6rlPLSINNYA4RNCToA,WRITE_REVIEW,r-lJPAVzQVsM1Lnp0ZRWWQTA
Kothu_Paratha,IS,Heavenly
b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-3orfdX-Ih5mwVGCMdJWbKg
u-I7Mn4EhLn_985vObzRcDEA,RATE,b-qhKNZTtTT6GLnPzQny-v9Q
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-z1vFMLTuqcOcT0B8zaAE0A
u-i55P5vrrGhjIHe1ZA_C-Lw,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
Fresh,MENU_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_MENU,Chicken_Wrap
Food,IS,Terrible
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-yRMgt84vPlq45XAz4tttBg
Awesome,MENU_ATTR_FOR,b-ZNdV9ytExuxPTXSN8i2xhw
Amazing,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
u-w3iSwsOxgsszt6Pma0ZU6Q,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
u-xX2d5O4VNdaoLh0tbY8J-w,VISIT,b-YywWkWX235ZurTWSLqNPog
b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Masala_Chai
u-Qu8Y4COgSfkPe_mVfkrH-Q,WRITE_REVIEW,r-mEVGuKXGu1Ph8ZZASRubQw
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_ASPECT,Ambience
u-mjwoKtngWfP0SIdW1cFWcg,VISIT,b-W_9ophRRWO924hn1S-y2Hg
u-d3UYJ0yb2_s5TgcmRA2rxA,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
Phenomenal,ASPECT_ATTR_FOR,b-0cf-w9PK5gLkBkitL3bdqw
u-N1Ouy6kHAQwGlCrGSH-5Nw,RATE,b-gA4bnK91phT5FTzG4ki3Dw
Amazing,MENU_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
u-hG0FxhGxIz5mv1ezaKcQiw,WRITE_REVIEW,r-5r9Bg9cs5uZmdI1LnUwM-g
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Gulab_Jamun
u-uzghLfJNeFz1l8D1C0lhiQ,RATE,b-dg4EMyM1feTEWfLPSbunrg
Pineville-United_States,LOCATED_IN,United_States
u-mNHaUgV05v0O0k8sAmY03A,WRITE_REVIEW,r-FttBOZzuXFA4SqGpiujhDg
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-Vjw4CEZpp6ZHCWAAUHAjqw
u-liiY-jtE681B_fbP1sHfiw,HAS_FRIEND,u-ub8FMhBU6hJ0u1jjChlkyg
b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_REVIEW,r-NJf7VqqBQlR4H0k2j9qH-Q
u-JSnZgpUfETfH8LcIYBP9Yg,WRITE_REVIEW,r-zddomBXzYH_gSfHFN-505g
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_MENU,Dinner
Food,IS,Warm
u-OXLbpZSZiOLPry6rsA2YVQ,ORDER,Shisha
Good,ASPECT_ATTR_FOR,b-kfwpXBsMQLqhUvscWB6b9g
Hot,MENU_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-7juIlfttJ4w4jVjaUtsChg
u-14ryIRc7Rh4N_oHgbqpTFQ,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
u-4KbUaerUBoiUwZGMHKVFxQ,VISIT,b-_PKXarw3GjlbwbXhjdpUMA
u-12WATd_fLodHu2woJvHe6w,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
b-mOsKIonnlHllP9gfbXdgnQ,HAS_MENU,Lollypop_Chicken
u-7w22HFcZ1TFOdwjUqcIMRw,RATE,b-xSuR0FK8cHzBLXowCV3Pyw
u-ONRLfyEi7-exqKlfWiRC4A,RATE,b-CvOxwAhmwwy3sQRKYVAjGg
u-6UPWBTOfNoaGRahqTX14Ag,WRITE_REVIEW,r-kIVdLB56Q7caOLV_RR0pFQ
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Tandoori
u-ecw7Pf2p67lU5cJZksjL6g,RATE,b-gA4bnK91phT5FTzG4ki3Dw
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_MENU,Vada_Pav
u-2K50D1mnCCO1sLcsABEQlw,WRITE_REVIEW,r-fk4NpXWaM11w6MMp6aGcdQ
Mediocre,ASPECT_ATTR_FOR,b-YywWkWX235ZurTWSLqNPog
u-FLqCcsb4ihFNm1pxCI5Stg,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
High,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_ASPECT,Food
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_ASPECT,Parking
u-1bgWnqxHdMCIvmuRcJWKIA,RATE,b-tIXpNWE6R1yadAThbSefHw
u-bpgbVPJcG-wQ4cNBcPPIxw,HAS,Date
u-rR177wis4wxhd2Asqv_EpQ,RATE,b-AZKhBlrI5vgTBm3j9WwnbA
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-z2kR8N3uBJ4RcoQ-6JzdpA
Gajar_Halwa,IS,Sweet
Service,IS,Slow
Chicken_Masala,IS,Fresh
u-uBIEht8ggdjHk6Wztbhn1Q,RATE,b-8grTRpmD9JYRPWayoLxg0w
b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_ASPECT,Food
u-omNj7MnqLM7-uFLNS6itLQ,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
u-8UQVqPr-EQPAEussmeBCXw,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_ASPECT,Food
Food,IS,Good
Chicken_Malai_Boti,IS,Amazing
u-FJy6BVYJt0hErGnKaEv4uA,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
Chicken,IS,Tender
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-I-qU-kXZ5h4yNWzq0Wp9kA
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-ZLuBbfAQAJP-5AwxP0bAtg
Delicious,ASPECT_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-dg4EMyM1feTEWfLPSbunrg,HAS_REVIEW,r-R25R-9tHddEhlZVZl7JF_g
Staff,IS,Polite
u-GJe49eHFRhU3GMv_1UcLBw,WRITE_REVIEW,r-Zkk5Yv20zCqK4XwQkcSuEQ
u-N_IFBJrVN5CVRNi4UmKf1g,WRITE_REVIEW,r-6ZSjbi_TCvlk82BnaVU33g
u-_yN7qnhWN09E3v1c62t3fQ,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-SpRND-YoyVjdxS0gbVzGnw
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-Y49HNR2b4BNY6HyB3lT9Ow
Plentiful,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_ASPECT,Service
Great,ASPECT_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
Good,MENU_ATTR_FOR,b--p-CuUMzN0HQz9OCQ8SZOA
b-0cf-w9PK5gLkBkitL3bdqw,HAS_MENU,Chicken_Tikka_Masala
Friendly,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
Fast,ASPECT_ATTR_FOR,b-0Hy2VE9tqTo4QbovMz3xrQ
u-c_IWI6W5oqZztQ2X3h_fPw,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
u-Rove-_SK-PAezQPQS7cnaQ,RATE,b-0cf-w9PK5gLkBkitL3bdqw
u-WLOVYC94pVDf6JFSzSSKlg,WRITE_REVIEW,r--d12wRjDdYepYFuk5ZQdsg
Chicken_Biryani,IS,Exceptional
u-ZouGEn8tmlDBSZv2_4UKOA,WRITE_REVIEW,r-Tq9cOYNve-uDb5hOY-0Seg
Authentic,ASPECT_ATTR_FOR,b-kfwpXBsMQLqhUvscWB6b9g
u-P5EyRy8MtiBPvi15A8pctQ,VISIT,b-kfwpXBsMQLqhUvscWB6b9g
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_REVIEW,r-Qv0iXSJwOhkqU82dQnLWDA
u-V5NaQCpO1w9u7LaqLwasvQ,WRITE_REVIEW,r-KpIJCSVIAZCxUhNtL0oLWw
Tasty,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
Reasonable,ASPECT_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
u-hTNcQmysQFU7J4QiKDXG8Q,ORDER,Raita
u-mDI0Ps-DLxWWfGV75S_XIQ,RATE,b-gA4bnK91phT5FTzG4ki3Dw
u-ny-CJ25tLDl8_Oi7j-lbxw,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-ldVivTK0aq27CJJ3StIR-A
u-h9y55WNNg7SYg3kQwzTMmQ,RATE,b-vCx6uieEF0W0mKFK4sT3Yg
Food,IS,Hot
u-yphnJ8zYbJF7Y3QbtMj91g,HAS,Food
Food,IS,Perfect
b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-0V1GTu1DJ0QqLDwwR9ML7g
u-5va7EaFaVnY4rizHnyX8dw,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
u-FflbpnSuF3POJG_lPdxLlg,WRITE_REVIEW,r-sThpkEnPvdbF34js3x9RFg
u-7qSOf2kaMWEhS544oIFR4w,RATE,b-RE4qn28MEiDrM1PbdYVgxA
u-oz87x3iaEi17QgAqMCm1SQ,HAS,Food
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Naan
b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chaat
b-DeI4KqEeWy0cTdh7Wy5_RA,IS,Authentic
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-HeFXlmkGbNtr2cIuczCSqg
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-Vh4JJljxC35b884M0RAgfA
Fantastic,ASPECT_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
u-aZ4kSbVw8hb9UOweXD201g,WRITE_REVIEW,r-3gqiJZyj9wEqAz3bp0qwqw
u----1lKK3aKOuomHnwAkAow,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
u-4VJ5H28ngfDxpZKwtPig7Q,WRITE_REVIEW,r-OUqgN3pncs2Fnfsz_1e_fA
u-j4iVWaHuwusa1vVAISWa5A,WRITE_REVIEW,r-GZHOEFcp-9dwPScUdrb1LA
u-AN0Qmf5UTKrwgn8C3-eGhg,RATE,b-qcqDjeirxvdgW5kQVkEwSA
Delicious,MENU_ATTR_FOR,b-y4z0iQZWN4R2Fk8SiPQU5A
Menu,IS,Richer
u-hXEDkcJ8CAa4oksX7kmymw,RATE,b-0zTLMQOZhiCp9GFtegiFsw
u-eYcYApZwys60Le9JHuWlVg,ORDER,Pad_Thai
u-nCAst9mS-JwsuJ6lBgAA-w,VISIT,b-xA6L2w_TlbxHubb1xeBE8w
Delicious,ASPECT_ATTR_FOR,b-mOsKIonnlHllP9gfbXdgnQ
Goat,IS,Good
Food,IS,Tasty
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_ASPECT,Food
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Veggie_Basil_Curry
u-ECx9EEsSos4n0p1t5rtSrA,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
Chicken,IS,Enough
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Gulab_Jamon
Food,IS,Decent
u-UViJSzX9sFngutKAuEJbog,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
u-U8fdPp1kx-yd7Zvx9feGxQ,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Tikka_Masala
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-x5NPOZY5O_Gp5La0mU6FCw
b-yy_FhzQCeLreV21OBccPAg,HAS_REVIEW,r-ZraD18L8EXNcqJvXfU8I_A
u-OcknCSyqHQCfpBWHAcD4LA,WRITE_REVIEW,r-pMsQkdPRWuouLow4DB2hOA
u-LPWSfa9mGf59P7KZg_eOdA,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
u-emHfTOT1Ps7WgBmac9i15w,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
u-FPmxLtMPlYDyeIa2f3N4qg,VISIT,b-CB99Ifh4OnBTnuNdRjj_fQ
u-QTelOIPq6AaPZ8bKhxQm2Q,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
u-0LMHrFTQtUoY42AZl1MH6g,RATE,b-f6T2YaTfGoSyQV-l4jzrjw
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_REVIEW,r-O2tboF2766yHtc5eF6ZniQ
u-HKdCl7uryk0M0_G4SNDKZg,ORDER,Naan
u-J-G_6fvT_sNs0YXJkYEnSg,VISIT,b-j9YFHVQqxM_qKHIc4nck-A
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Chicken_Korma
u-RrL8OvToV0Qo2DJW4vJ7ow,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
b-3frFidAcPVYAFB2RxxkIdA,HAS_REVIEW,r-NZKgr1jp2u5uMf2Gno5new
u-9edrQVzXhtfspzBAarabFw,ORDER,Saag_Mushroom
Delicious,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
Food,IS,Good
Naan,IS,Good
u-yyEnnbYtl8caFy-r04qGJw,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
Customer_Service,IS,Deplorable
u-MNrJg13AAX6qvaa6PxFdRQ,RATE,b-j4ytRzcmtU4cLMBrhY7jMA
u-m0_W4iHkNZddR0msFtXI4w,ORDER,Naan_Roll
Food,IS,Cheap
u-uCdmtWpEku3xLa-ScQabKA,ORDER,Doubles
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-pOX7T5rMNCWMQm9GNy7Xfg
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_ASPECT,Food
Friendly,ASPECT_ATTR_FOR,b-3frFidAcPVYAFB2RxxkIdA
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-xDxaBdcMyFBoamPTOD-_ig
Service,IS,Friendly
u-ZZoCpRavbM0PdbBesuBoqQ,WRITE_REVIEW,r-aXjz5Ds0WKR-iJFD8reNZw
u-BFKVpowGGccyIbfIlbOLPQ,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
u-I7Mn4EhLn_985vObzRcDEA,WRITE_REVIEW,r-PSIIrjwLFhQE8TbN5XWSHQ
u-auxU8_xmF9Bi-sRD962_cA,RECOMMEND,b-UaMq3DUhtkoZ5WCEQm2T9g
b-k9PfKE7KfztoMpOSx25UpA,HAS_MENU,Bread
u-Biv-1xBbKeUXe2kAVoJGLg,ORDER,Rice
u-bJltnzbkslg8gWYva3TIlg,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_ASPECT,Staff
b-UaMq3DUhtkoZ5WCEQm2T9g,HAS_REVIEW,r-ngR7kLqH9IDB2bPQZnhNpg
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-Zkk5Yv20zCqK4XwQkcSuEQ
u-FsxfBw7anfOOR5BRUUsiNg,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
Great,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-L9BzWw2yVl8J2zIROw-RaA
b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Service
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Chicken
u-OAxWGpwJJ0Uw9j79RsdCWg,RECOMMEND,b-c4qE3ygdEQUD9dZjganavA
b-scM6rLQqoz5dEIgwz_JFsg,HAS_ASPECT,Staff
b-BxkVct02QHybp54ATZgkUQ,HAS_REVIEW,r-851qlvg6_9w_e16bn7HHmw
Naan,IS,Great
u-MRDaIBy6V_gv4dDR5rujvQ,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
u-rhE4gLtM0gb3XLwSz6HPCw,WRITE_REVIEW,r-uCP6RQbM3-G9WYxN-r27Yw
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-o6Zdd8E8uNvVIz6SFkJYQw
Slow,ASPECT_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
Good,MENU_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
u-0E0RQR-F6n3vTMKN5N5otw,ORDER,Dinner
Food,IS,Great
u-kXufUeBbx4fZDXYRrG0uoA,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
Bad,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_REVIEW,r-2Wm9_ytkF_56LfFbCqk0ZQ
u-AQcMZ74yQNx7JsdD-QQ0SA,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
b-UaMq3DUhtkoZ5WCEQm2T9g,HAS_REVIEW,r-SrAAsmf6QfMJ8tV0gK7m0w
Terrible,ASPECT_ATTR_FOR,b-p-J9iJgeHmPGk2jFAM0WnA
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Mango_Lassi
Good,ASPECT_ATTR_FOR,b-eRZuxjnaMviiVyvhejwTBQ
u-QOk29S8eOtu94j1uTpmsuQ,WRITE_REVIEW,r-Q9bdqKjmN_Wb4hmAIZfo8Q
u-zKtC616Xfm9w9LOmHSbo8Q,VISIT,b-tIXpNWE6R1yadAThbSefHw
u-kXufUeBbx4fZDXYRrG0uoA,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-k18c5rmT6DdZSIbGSkfEdQ
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-pPGnCc95z26k_AbRfzTGbA
u-SQm5TEeF_tP9QJKg1HAN6Q,ORDER,Chicken_Tikka
u-cPgxJlQjyD0Q1XtEEqsG-g,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
u-kQF9NmkkxmUTo3AUTfAvlA,RATE,b-_PKXarw3GjlbwbXhjdpUMA
Fine,ASPECT_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
u-P8jmRph25j1PxG6__HKDJg,RATE,b-COfzp0tze_F8N13zn40zzg
u-B4Y-9YHke482_WPNgZCueA,VISIT,b-P4zWgzYzy03D9LeDTpKuDg
Amazing,MENU_ATTR_FOR,b-AZKhBlrI5vgTBm3j9WwnbA
Rice,IS,Good
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Tikka_Masala
u-ZsisQjLoliFocSnktH3lsw,RATE,b-nbf4o8gUP2y9JKFE2wBO2A
Delicious,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan
Richmond_Hill-Canada,LOCATED_IN,Canada
u-BFVK5gn-MLkElqnsGGv9bg,VISIT,b-35KvoWbA3kEsdckaWqG3OA
u-YFViCGKGbg-ZclBicvyfsg,RATE,b-MgsOZpYSntKSCzNROiWgYQ
b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-DKylc51TYFvp_ufoMINv0g
u-w5vwXnekNjKLzDRj5ROK5g,WRITE_REVIEW,r-3fZyTyvpPkWdYofKqgBQ6g
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-gtYe3KPqSxCg6TVQTL3Zsg
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-jeRw3JbJcFQioZj_QGW3Wg
u-klb1-LsZlSlBEEjn2rNZcQ,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
b-xA6L2w_TlbxHubb1xeBE8w,HAS_MENU,Palak_Paneer
u-1bgWnqxHdMCIvmuRcJWKIA,WRITE_REVIEW,r-rR7Ape-ZfiFIjsaVO-uXtg
Food,IS,Good
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_MENU,Sesame_Crispy_Beef
u-_hmAJ6q9c7NVDnTgbrrTiA,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
Amazing,MENU_ATTR_FOR,b-UAXz2KC1aXpxzV-MLdXbmQ
u-66Szq2Pe2AfhZjTtyHttlQ,WRITE_REVIEW,r-jwdsOpc3OfDs9UjNLPEXYw
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Chicken
Great,MENU_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
u-SxMBY64n31UHPjxzIastUg,WRITE_REVIEW,r-vHII4--IxQlyo-g4M-a4vg
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_MENU,Biryani
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-tMdEGH1OL901gBELTP0Waw
u-4KbUaerUBoiUwZGMHKVFxQ,RATE,b-_PKXarw3GjlbwbXhjdpUMA
u-Ul42L3SbNiV0aB1eocj-KQ,VISIT,b-UaMq3DUhtkoZ5WCEQm2T9g
u-7qSOf2kaMWEhS544oIFR4w,VISIT,b-RE4qn28MEiDrM1PbdYVgxA
Incredible,MENU_ATTR_FOR,b-xYpAg60oZVbOtSYgrOKBgQ
b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Butter_Chicken
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-Bu9sRc29iqRMUnBrF-2gvw
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Food
u-XkCwqx1moKGJFYNozHLUiw,ORDER,Shrimp
