,subject,predicate,object
21179,u-GwoyfnsM0nfb8oOGdjicrQ,WRITE_REVIEW,r-S7uTf0RM63BsM7weDWXskg
21180,b-0zTLMQOZhiCp9GFtegiFsw,HAS_MENU,Eggplant
21181,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-USnzgji4rcUIo_sMdtYYWA
21182,u-7ly3al1MaAOoUXUo2w9gIw,RATE,b-or1daHtUK9b7sqFRPf62GQ
21183,Food,IS,Hot
21184,b-yy_FhzQCeLreV21OBccPAg,HAS_REVIEW,r-E-7tn485JHN4_kDCWO2UlQ
21185,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Soup
21186,Pakora,IS,Awesome
21187,u-M4LkknfZPebvUfzWUrNYBw,WRITE_REVIEW,r-Xd8AQFPBw-HBj_LfUw1ACQ
21188,u-DNuyuvJMCREP7qSF-vDy4A,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
21189,u-aBFRvo8kvc6UNwUg87j5mQ,WRITE_REVIEW,r-Krm4kSIb06BDHternF4_pA
21190,b-kfwpXBsMQLqhUvscWB6b9g,HAS_REVIEW,r-7weU-JRzcsZtnBTZnZrw4g
21191,u-9753eOrBVUepAl3hUoHpiw,RATE,b-W_9ophRRWO924hn1S-y2Hg
21192,b-LwXo16VrGPhhOWc_Wj7ifw,HAS_ASPECT,Price
21193,b-kfwpXBsMQLqhUvscWB6b9g,HAS_ASPECT,Food
21194,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chaat
21195,b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-x_f-qeieliYFW_jDaacZxA
21196,u-hgw7i8neWKMaLQDrcf4N9Q,WRITE_REVIEW,r-5TTQtRW9UyrQT7ZDnXaWrg
21197,u-DGaiqKzuZxc9HY2WOcyLoQ,VISIT,b-kG0N5urz2lkPEBDPjqFR3w
21198,u-FBxXJxAy_zPUAxlJDTHaVQ,WRITE_REVIEW,r-Mg1dVbcrAsT3KIBGwRt1_g
21199,Perfect,MENU_ATTR_FOR,b-0cf-w9PK5gLkBkitL3bdqw
21200,u-Kt-dsblXQnsUv3GjA_DFvg,RATE,b-BxkVct02QHybp54ATZgkUQ
21201,Good,MENU_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
21202,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Chai
21203,b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_MENU,Naan
21204,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Soup
21205,u-HvDBT2whHCalPX7eWgmrqw,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
21206,u-UCG-PGg-rI8DdxbO9-SDyA,ORDER,Bread
21207,Naan,COMES_WITH,Sauce
21208,Staff,IS,Attentive
21209,Staff,GET,Dosa
21210,Tomato_Sauce,BOUGHT,Paneer
21211,u-FAK3hFGYzaGWLqh0_IouSg,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
21212,u-N_WB5usUFVBYI_8g7nnh-g,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
21213,Staff,IS,Smile
21214,u-WRefLj6kTMRVNkNenCP01Q,ORDER,Pakora
21215,u-aEMadd3c9ufio64ngrDu8A,SAW,b-gA4bnK91phT5FTzG4ki3Dw
21216,Breads,IS,Good
21217,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-IpgdEFjqG731STx288xXbQ
21218,b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r-r1p8i_4zLkKPTu7jAGaICw
21219,b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-aGN8_cXIM39L0fI-yXCLfA
21220,u-ZuWAof5l6yKeft-F1QCWSQ,WRITE_REVIEW,r-lV0qs6KRRDbT25aAvUZgrA
21221,u-8vByLahzAsULpdXqF3wQPA,WRITE_REVIEW,r-Ggc85fhi5l6-cfgxGCcYwQ
21222,u-H9Tx30KywPKp9E--NqnBdg,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
21223,u-9M9pCbQFCzFXltkEdGgqxw,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
21224,b-LwXo16VrGPhhOWc_Wj7ifw,IS,Clean
21225,Sauce,IS,Delicious
21226,Chicken,IS,Good
21227,u-sn2p_WGpxu_cKUa8nEolgw,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
21228,Food,IS,Good
21229,u-FJ2yu9Pf5LIYcncoRKyzFQ,WRITE_REVIEW,r-t53ZIYNn-zUe6koiuZszTQ
21230,b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-p9c_wP9rbDOJD_GwvrTDiQ
21231,u-0RmBe3_3nXLE6bGiC8FvGA,VISIT,b-OZwMMnRncrp7_uC-N3vV1Q
21232,u-uYx0D8qGz3dNfnPyehAtuw,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
21233,b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-kg9_U49febhbIBhRaPhTrQ
21234,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-PsWFp6FINojfnsYBsX__IQ
21235,u-J5eK0nDfQPlD0VeihS40kA,RATE,b-scM6rLQqoz5dEIgwz_JFsg
21236,u-rZkMWiHuC4QYzFYwvl3XsQ,RATE,b-De8Z9rLZOmf-icp3gDxCZA
21237,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-uFd0fbuuzamE7JrUAvxpxw
21238,u-JDhDhqBOwF-blQzlvDc2Pw,WRITE_REVIEW,r-T1oJqtQPL0WNYDBS2Ly6Bg
21239,u-AN0Qmf5UTKrwgn8C3-eGhg,RATE,b-qcqDjeirxvdgW5kQVkEwSA
21240,b-geMa0_CtMOctkUhf_JXK9Q,HAS_REVIEW,r-XzKZ8JgeHvpZ4WtpQL_pPg
21241,b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-wtgbwFMUiqIL3IMOXClw6g
21242,b-y4z0iQZWN4R2Fk8SiPQU5A,LOCATED_IN,Toronto-Canada
21243,b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_CATEGORY,Chinese
21244,u-Jwq_ZeNiVDwre459Qu85Hg,WRITE_REVIEW,r-41-2x0c4paA-1LKIi4oXtA
21245,b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-cCCLu2i0FsiN2-wzRMslkw
21246,b-COfzp0tze_F8N13zn40zzg,IS,Stingy
21247,Fine,ASPECT_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
21248,Delicious,MENU_ATTR_FOR,b-ICUCAzUZFiWkYs7iCtNCQg
21249,u-J56C7Dc9E7Q0mpMTJGW6Qw,RATE,b-YywWkWX235ZurTWSLqNPog
21250,Staff,IS,Awesome
21251,u-BdGKpSyEOAP1-ajNmArEHA,VISIT,b-k9PfKE7KfztoMpOSx25UpA
21252,u-YLNNAvr5sMhtMSoZm1nqMg,WRITE_REVIEW,r-EldvGtlWb5idtBhN8zwHdw
21253,b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-fnHg6u8P4ha5lRqzTZfteQ
21254,u-TwErSmI2nOF0UqXZ2tUDfQ,ORDER,Dinner
21255,u-AayiOKLJ3u20zhOChF6RmA,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
21256,b-f7RXwcus_-EOsR0q5ctVjw,HAS_MENU,Chicken_Biryani
21257,u-IZXnSMdOkVdFH-mw6zQBbA,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
21258,b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-7dgRrxVs4iVKdxd8uvMu0Q
21259,u-HVq7SYfZ4hpFFVsAU_Ub_Q,HAS_FRIEND,u-jfaz1aQqnkbtzQfQyCE8IA
21260,u-it_6uhEFSk1ewW2VQqC5_w,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
21261,u-E1ME3llS2j4mJ861ZKJOew,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
21262,u-j3M8vbfJLnmaZroWtabVaQ,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
21263,Food,IS,Good
21264,u-SxMBY64n31UHPjxzIastUg,WRITE_REVIEW,r-vHII4--IxQlyo-g4M-a4vg
21265,b-eRZuxjnaMviiVyvhejwTBQ,HAS_MENU,Beef_Karahi
21266,u-WWDKHmAuPsTnKyTMPWtLKw,WRITE_REVIEW,r-ilQifnmI7ld_HbrfaFu0_g
21267,b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r--VHs7Kj0ftxjzxCQ_JZJlg
21268,u-Q2CV6fNpNRnfsR_BEYLO9Q,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
21269,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Lamb_Chop_Kandhari
21270,u-K2d4GwR0WaPn1d6mSJ34Vg,VISIT,b-gsc1j3RZQdScBnULSwaV9A
21271,u-W7ZFD8xThjOX7_O0FDH5kA,RATE,b-DJuQgsoj-qmU0i5iTAa4aA
21272,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-4Ssv9YKfaWzMJJE5iOjYEA
21273,u-uV-Q2ArVcK2BfiQgdQOebA,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
21274,u-J5eK0nDfQPlD0VeihS40kA,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
21275,u-dn6LeOgTP2jfD_0vF2pjZQ,RATE,b-De8Z9rLZOmf-icp3gDxCZA
21276,Good,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
21277,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Choolah_Bowl
21278,b-_X0M7EMx475KZSX9wAsmgg,LOCATED_IN,Calgary-Canada
21279,b-kG0N5urz2lkPEBDPjqFR3w,HAS_ASPECT,Food
21280,u-wDrCkEsru6mMJAgrWaibqw,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
21281,b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-jzKV5_n8g7jPErFn09b71Q
21282,u-K5ItxnxBRrP4pn1XqQ6qXg,RATE,b-kfwpXBsMQLqhUvscWB6b9g
21283,u-Rg0sroYoSGcPh98VTuNwYA,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
21284,u-XOpLAPBPAKeO1eiwJ9Qq2Q,RATE,b-c4qE3ygdEQUD9dZjganavA
21285,b-xYpAg60oZVbOtSYgrOKBgQ,HAS_CATEGORY,Indian
21286,u-tK8a1JixD86__LrvdsfgDw,WRITE_REVIEW,r-0Zl04qztslZglx4R7wkEHA
21287,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Staff
21288,u-09QcQYf_t1NEq_AkjJuABA,RATE,b-scM6rLQqoz5dEIgwz_JFsg
21289,Horrible,ASPECT_ATTR_FOR,b-CvOxwAhmwwy3sQRKYVAjGg
21290,u-E43QxgV87Ij6KxMCHcijKw,VISIT,b-p-J9iJgeHmPGk2jFAM0WnA
21291,u-sUtlFsTvPM3pzoCJ3O93HA,RATE,b-idrN6XWKErG6nKDsEMNbOQ
21292,Biryani,IS,Good
21293,Chicken_Dish,IS,Tasty
21294,Fresh,MENU_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
21295,u-6MQECuBxnrT7FXrzFUV6nA,VISIT,b-rYziPPEILDXJ_F5uKR--YQ
21296,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-12RGHqjFzQQZI9ThzGYGDw
21297,Rice,IS,Expensive
21298,u-cM5nBvgS1Lmmto_dCfwY3Q,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
21299,u-u3yl03Gu-fW-BLRjn5iQog,RATE,b-qcqDjeirxvdgW5kQVkEwSA
21300,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-ES7TOddCM3QnXbn6zGiVtg
21301,u-CtvxL2SA-Wn0Tt-Ov1dJwQ,WRITE_REVIEW,r-D6FKSECaAAf-9SjFY4W89Q
21302,u-fiz9Y2dagXIEq0w8FGOGnQ,VISIT,b-f6T2YaTfGoSyQV-l4jzrjw
21303,b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-wIJ-mMuQTz3--mI2Iih1gw
21304,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Service
21305,Adequate,ASPECT_ATTR_FOR,b-DxbdfvNYPCyiLJDDPJK3Tg
21306,Amazing,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
21307,b-h3_Jnt_y0VPaC5x5kCWY0w,HAS_REVIEW,r-CMDL7Eg6l5tEFY1s8G9etA
21308,u-3WinVzxrRpbNIyRsz59l8A,VISIT,b-BxkVct02QHybp54ATZgkUQ
21309,b-j4ytRzcmtU4cLMBrhY7jMA,LOCATED_IN,Brampton-Canada
21310,b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-4Z6oQ60bH27o_hbIc8ti0g
21311,u-CNSxXqTose2P5Lf_MMXfDw,VISIT,b-YywWkWX235ZurTWSLqNPog
21312,u-FPSfsEvD_y5V0Lcjd62COA,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
21313,b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Barah_Kebab
21314,u-M52QrSGBxYao0zqzTZdntg,WRITE_REVIEW,r-Ipd8f5ELfI2DZsTrHxfyuw
21315,u-FMjW4kjLsbtEmb3V_05j-g,WRITE_REVIEW,r-CB7HEn9rEdN1cqDTAYSl6A
21316,Great,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
21317,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_CATEGORY,Halal
21318,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Shrimp_Pakora
21319,u-W_CkghBYSgJIJYi44GBTPA,WRITE_REVIEW,r-hWzX6eDlLOJtMLHauhYOfA
21320,Right,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
21321,u-U5YQX_vMl_xQy8EQDqlNQQ,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
21322,u-0HuRMxh_x8snXcKu6RYDMw,RATE,b-De8Z9rLZOmf-icp3gDxCZA
21323,Food,IS,Good
21324,Amazing,MENU_ATTR_FOR,b-De8Z9rLZOmf-icp3gDxCZA
21325,u-tuDcXNqAks4oFPwPoQrkxg,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
21326,u-smY2LeiX3w8Nr8VH2I62Lg,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
21327,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-FguTE5it31iUPPG_s6CrAQ
21328,Good,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
21329,Friendly,ASPECT_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
21330,Pittsburgh-United_States,LOCATED_IN,United_States
21331,Food,IS,Terrible
21332,b-8grTRpmD9JYRPWayoLxg0w,HAS_ASPECT,Menu
21333,u-rNF33cqDlZL7DBRecDduvA,SHARED_AMONGST,u-rNF33cqDlZL7DBRecDduvA
21334,u-DUD1RNP_4wqA013SmGeQyA,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
21335,b-UaMq3DUhtkoZ5WCEQm2T9g,HAS_ASPECT,Price
21336,u-Ig4SpbxDIZwkQR2IPxxnLw,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
21337,u-33v8c5ftrKuDGTw1ZQ2toQ,RATE,b-V_jIfMz9Z7a5mthleRq0_w
21338,u-_vZWpKwgP0Gz1MDvri0bqQ,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
21339,u-9IRuYmy5YmhtNQ6ei1p-uQ,WRITE_REVIEW,r-9Z3GwYwvQml-ta18H2sBsg
21340,Good,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
21341,u-wcEb5pKpDG-Hx8mUcuQcJg,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
21342,u-puKCWAzXbY4QfpMBOkVEKg,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
21343,u-0AnezUtzwmaeAYSMvDdLmg,HAS_FRIEND,u-RUEFu7mB6ZMQK550xhnbdw
21344,b-ZNdV9ytExuxPTXSN8i2xhw,HAS_CATEGORY,Cocktail_Bars
21345,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-N7-vuwiN0awuV-XSVFSi2g
21346,Disgust,ASPECT_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
21347,u-OYRBjBWy1uOm12N3cokS_Q,ORDER,Curry_Vegetables
21348,Nice,ASPECT_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
21349,Fair,ASPECT_ATTR_FOR,b-Ksk5cLav4OtbUtpRGp5b4g
21350,b-xA6L2w_TlbxHubb1xeBE8w,HAS_MENU,Dinner
21351,u-siQ5lFjAFCBwXwxio7lFLw,LOVE,Food
21352,b-BxkVct02QHybp54ATZgkUQ,IS,Upscale
21353,b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Vadas
21354,Disappointing,MENU_ATTR_FOR,b-qcqDjeirxvdgW5kQVkEwSA
21355,u-pi5q-tDs3_dP6p2FXI9lpg,WRITE_REVIEW,r-H4qgNA9G7t_YIAcbqB3xmA
21356,u-tf_tEwkYdV_DjSX4L0MZdA,WRITE_REVIEW,r-eFNPQAxcjzS9aD9qY4XuFg
21357,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Food
21358,u-BZ6haRXZ7yod1WK3wJ_GpA,WRITE_REVIEW,r-nRskAJWrNHrcYIecBWKcMA
21359,u-Sl7G-N4wNWgvuHufiDkekw,WRITE_REVIEW,r-ov3uiS-323WK0qWl1_WeoA
21360,u-zK3LpTaaz_uYjee97qu4hA,VISIT,b-BxkVct02QHybp54ATZgkUQ
21361,b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_REVIEW,r-Mg07efaki2fck5aboOE48g
21362,u-ocvxMCWdBgaSTb8vJebQXg,WRITE_REVIEW,r-G0zqZI7zSggJkKA8HkNCrw
21363,b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-DiVQyRFP1CwVrDtEosd9fg
21364,b-kG0N5urz2lkPEBDPjqFR3w,HAS_ASPECT,Service
21365,Dal,IS,Good
21366,b-h3_Jnt_y0VPaC5x5kCWY0w,HAS_MENU,Butter_Chicken
21367,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_MENU,Combo_Platter
21368,b-S4qUsi44l5D9BbUCkhwQEA,HAS_MENU,Tandoori_Chicken
21369,u-JyKCie9noLFJeLKj_SbtTw,WRITE_REVIEW,r-nT33SMDeKf5SqyBxnpxigQ
21370,u-e5Yz2QXmn5c08_R46GNjig,ORDER,Coconut_Milk_Soup
21371,Awesome,ASPECT_ATTR_FOR,b-Pzs43Fkub-6A9hA1zqpF_w
21372,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Vegetable_Pakora
21373,b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-Wpys79WDj7zEWvAbV5Tz4A
21374,u-bDvV6UuRyUKT3DMTOzp62w,WRITE_REVIEW,r-W5k24EDNTLFXzzpG9YEldA
21375,u-ce5beSlZZziUJUii1-c9FA,ORDER,Shrimp_Pakora
21376,u--lEb2KihxZAcr7BZ_1vWnA,WRITE_REVIEW,r-5noWiWXipmYxUW3NkW_J1Q
21377,u-ByQUXmVgJW6jNOzPgweW4g,WRITE_REVIEW,r-x_C29ANgm1nArY7cAJ8Tqg
21378,u-WfvvwznNNm-gLUzd6hEE2g,VISIT,b-0zTLMQOZhiCp9GFtegiFsw
21379,b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-VFq-1wP-v0jzok4WNvxynA
21380,u-5Isi0CjKB0STfufSg1SxHw,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
21381,b-LwXo16VrGPhhOWc_Wj7ifw,HAS_ASPECT,Food
21382,u-kUBQN1p_D82OsgTylXy7DA,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
21383,Chicken_Dish,LOVED,Taste
21384,u-i9SmE2JDoc011dFNTAokPg,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
21385,u-aeO2eQXK9riEOQWJpBu3qQ,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
21386,u-COX5-jGgBP5J_lUHlm5Mtg,ORDER,Gobi_Manchurian
21387,u-V1yzcgSa3fCpvvLQNZ2DTA,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
21388,b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-fjVCGnZz7HaslrgQJkP9Rg
21389,u-eQqfFMolF8vlhDEgv2rxIg,WRITE_REVIEW,r-TsmisetMoc01JdDfOGjUMA
21390,b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-cnMOBccoiRhnvsOFOvNorg
21391,u-OM_vkyg08Y-BbhJ8wffvVA,WRITE_REVIEW,r-R_8qpKcJMWrTYsk7o68NCA
21392,u-wWfUZ3kJ6ZElj9MbBs6hxw,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
21393,u-Ko5uwz46Ui-nNR22ddDG5Q,VISIT,b-COfzp0tze_F8N13zn40zzg
21394,u-xmZMeX06FTJwZR7swym-ZQ,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
21395,b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_ASPECT,Food
21396,u-Dg0gpiS5Em0CkICCAZRkag,RATE,b-qMw7mFHAjgG7qN82aXmeZg
21397,u-G3civyLatxrzYk0lln3MUQ,WRITE_REVIEW,r-Wz45BsTRiaka83WOptMyuA
21398,Fresh,ASPECT_ATTR_FOR,b-Dh2Z3WNu6M71LbMNHEeg3w
21399,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Curry_Lamb
21400,b-LwXo16VrGPhhOWc_Wj7ifw,HAS_ASPECT,Customer_Service
21401,u-CNSxXqTose2P5Lf_MMXfDw,ORDER,Saag
21402,u-4S0XJ4N95jRcExsDvXLZJQ,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
21403,u-FMjW4kjLsbtEmb3V_05j-g,VISIT,b-f6T2YaTfGoSyQV-l4jzrjw
21404,b-gA4bnK91phT5FTzG4ki3Dw,HAS_MENU,Hal_Beer
21405,u-Z7FpUY7YW5LFP1OYws358A,HAS_FRIEND,u-PiSCokd01nxdMkVQRV_R7A
21406,b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_REVIEW,r-QhLritd5w-VUfhcPSc4DQA
21407,u-JdxXRU7NISZmjKfdwwM8VQ,WRITE_REVIEW,r-p9c_wP9rbDOJD_GwvrTDiQ
21408,u-n6E3RVIr4FunEV1IVpMfAw,RATE,b-pU7L-CQpl4syUwfEGAlb8g
21409,u-uEl2I3aKB7D4ecIRcbAovg,WRITE_REVIEW,r-rbyA54VtR5ugiuOAq3k_2A
21410,u-bPOkadudoV70axEAFkWQLQ,HAS_FRIEND,u-rR177wis4wxhd2Asqv_EpQ
21411,b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Goat_Pepper_Fry
21412,u-9nVrOmQVKBLsHFNUzCIvoA,WRITE_REVIEW,r-pKuPqOXP57JiSNU_gFGoIQ
21413,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-waXPZc74gjoUirflRTUxkw
21414,u-hHqH_E9FCI_B6WubV0jPYA,ORDER,Cocktails
21415,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-PnWbOzX4H2sNNYULKq3J5w
21416,u-wWHeaOS28fnCnFN1Pmo3xg,WRITE_REVIEW,r-Vjw4CEZpp6ZHCWAAUHAjqw
21417,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_ASPECT,Service
21418,b-gA4bnK91phT5FTzG4ki3Dw,HAS_CATEGORY,Buffets
21419,u-wc3pB0DseSKRcb9Ot0DhBg,WRITE_REVIEW,r-NXolTzH1E3Wyd6BjYg6Nvg
21420,u-FkD-nunEpZHQQnC0zwxFdA,WRITE_REVIEW,r-d84isAZUrcQM9_Ip8DEL5Q
21421,b-7vgWonwfqRt9pxR1c00Ulw,HAS_REVIEW,r-IQ4wb3q-tSawEQNgM-Ggvw
21422,u-lxLvaKzRcN-7gtxyywgRbA,VISIT,b-qMw7mFHAjgG7qN82aXmeZg
21423,u-QS3ACVzbEzHBx1mJSrRvjg,RATE,b-S4qUsi44l5D9BbUCkhwQEA
21424,u-GQEE5zo9IFo1_r4k_uIKDQ,WRITE_REVIEW,r-rSkDznTcfof0QZmitPBZHg
21425,u-Xx1JKB3Zf8XKA2O6-qsjVA,VISIT,b-dg4EMyM1feTEWfLPSbunrg
21426,b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Chicken_Roll
21427,Food,IS,Good
21428,u-r8ifFR-vEmD-h9LdrR22Uw,WRITE_REVIEW,r-2UWD_yV7r93DBizQfi7x9w
21429,u-zrgjucUkCgNPWvqwZGvvLA,WRITE_REVIEW,r-_dF9eWphuLa3-RnhpjvJhg
21430,b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Tandoori
21431,u-ZouGEn8tmlDBSZv2_4UKOA,VISIT,b-8grTRpmD9JYRPWayoLxg0w
21432,u-jugdbQsk3vj05c1Kn5aa4g,RATE,b-CvOxwAhmwwy3sQRKYVAjGg
21433,u-s3yElvDtuLbBPu2RcIDeqA,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
21434,u-ugLzELm2bWV_7fvDKjBaZw,RATE,b-De8Z9rLZOmf-icp3gDxCZA
21435,u-_GAXUElhkgoSsyCVWGMVmQ,VISIT,b-0zTLMQOZhiCp9GFtegiFsw
21436,u-GwoyfnsM0nfb8oOGdjicrQ,RATE,b-kfwpXBsMQLqhUvscWB6b9g
21437,Fast,ASPECT_ATTR_FOR,b-RE4qn28MEiDrM1PbdYVgxA
21438,Friendly,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
21439,b-ZNdV9ytExuxPTXSN8i2xhw,HAS_ASPECT,Food
21440,Crisp,MENU_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
21441,Taste,IS,Delicious
21442,Chicken_Wrap,IS,Good
21443,u-SS3pK8z82S-SNHryfppwOA,RATE,b-k9PfKE7KfztoMpOSx25UpA
21444,Good,ASPECT_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
21445,b-GC9Re0tKAnecMww3DB638g,HAS_ASPECT,Staff
21446,u-HyWqYLvtJRwZj9Zva-gPvA,VISIT,b-f6T2YaTfGoSyQV-l4jzrjw
21447,u-QbJwpjXNgFoWIN8zGKJ9QA,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
21448,b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Veg_Curry
21449,b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Cocktail
21450,b-LwXo16VrGPhhOWc_Wj7ifw,ANNOUNCED,u-renPzRDqMZpMaHiCD_e1_A
21451,Calgary-Canada,LOCATED_IN,Canada
21452,b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-zfPfqvpnG1BKHQH2yGg4ZA
21453,b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-iX-bx8QVQC_J7TpMhf2COQ
21454,Hot,MENU_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
21455,u-X9sQEge15Ud_UyEoIk-l3A,VISIT,b-j9YFHVQqxM_qKHIc4nck-A
21456,u-eYcYApZwys60Le9JHuWlVg,LIVE_IN,Toronto
