Type1,Entity1,Relationship,Type2,Entity2
Node,lamb,biryani,Node,best
Node,service,is,Node,friendly
Node,food,is,Node,tasty
Node,Price,is,Node,great
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,lamb_biryani
Node,lamb_biryani,is,Node,tender
Node,u-Fraxp2IxIZJbct75AnqEbg,find,Node,rogan_josh
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,basmati_rice
Node,basmati_rice,made_for,Node,shortcoming
Node,Service,is,Node,prompt
Node,service,is,Node,liking
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,chicken
Node,chicken,curry,Node,Sauce
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,lassi
Node,lassi,rocked_at,Node,sweet
Node,food,is,Node,excellent
Node,u-FThCBryTqIvsJqC28J-LVA,requested,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,chicken
Node,chicken,was,Node,tender
Node,price,is,Node,expensive
Node,staff,is,Node,friendly
Node,u-cz87n3GPzjPP29e5tgQryQ,tried,Node,beef_quorma
Node,price,is,Node,affordable
Node,Spice,took,Node,Burger Inn
Node,u-b5aQtaQkwCVG6q6VoXN6DQ,ordered,Node,Chicken_Tikka_Masala
Node,u-b5aQtaQkwCVG6q6VoXN6DQ,missed,Node,sweetness
Node,u-b5aQtaQkwCVG6q6VoXN6DQ,come_with,Node,S.O
Node,u-b5aQtaQkwCVG6q6VoXN6DQ,has,Node,S.O
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,garlic_naan
Node,garlic_naan,was,Node,crisp
Node,u-vwSs94I4qE_874wg4kCOSQ,went,Node,u-vwSs94I4qE_874wg4kCOSQ
Node,u-bB7BvoR-XmK0TCTq3LaW7Q,travelling_through,Node,Calgary
Node,food,is,Node,fantastic
Node,u-RfJZACrrqOoAVwKU311jcg,lucked_with,Node,Indian
Node,Spice,is,Node,amazing
Node,food,is,Node,fresh
Node,spice,is,Node,perfect
Node,u-RYMCmOZSUn53fY2GzutTbQ,try,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,u-RYMCmOZSUn53fY2GzutTbQ,wanted,Node,variety
Node,u-RYMCmOZSUn53fY2GzutTbQ,was,Node,happy
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,samosa
Node,samosa,are,Node,incredible
Node,u-RYMCmOZSUn53fY2GzutTbQ,was,Node,happy
Node,u-fDBybzZAL5UDscd33HCXyA,tried,Node,vegetable_pakora
Node,u-fDBybzZAL5UDscd33HCXyA,love,Node,vegetable_pakora
Node,u-fDBybzZAL5UDscd33HCXyA,tried,Node,tikka_masala
Node,u-fDBybzZAL5UDscd33HCXyA,love,Node,naan
Node,u-fDBybzZAL5UDscd33HCXyA,park,Node,u-fDBybzZAL5UDscd33HCXyA
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,vegetable_pakora
Node,vegetable_pakora,comes_with,Node,tamarind_sauce
Node,u-fDBybzZAL5UDscd33HCXyA,park_in,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,tikka_masala
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,qorma
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,naan
Node,u-wZakwN1z1nVvX5Rw9Gu2bA,moved_in,Node,September
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,lamb_vindaloo
Node,lamb_vindaloo,is,Node,good
Node,staff,is,Node,great
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Naan
Node,Naan,is,Node,great
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Samosa
Node,Samosa,were,Node,divine
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Vindaloo
Node,Vindaloo,was,Node,amazing
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Lamb_Qorma
Node,Lamb_Qorma,was,Node,fantastic
Node,food,is,Node,excellent
Node,food,is,Node,delicious
Node,food,is,Node,delicious
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,butter_chicken
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has,Node,menu
Node,butter_chicken,was,Node,sweet
Node,service,is,Node,great
Node,u-1DmRxcS9KgB2PKkMS3l44g,visiting,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,bbq_platter
Node,bbq_platter,were,Node,good
Node,u-1DmRxcS9KgB2PKkMS3l44g,was,Node,happy
Node,b-MMOEaEcq-bsg_RYWHSC4_g,thank,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,food,is,Node,good
Node,b-MMOEaEcq-bsg_RYWHSC4_g,was,Node,appealing
Node,taste,is,Node,delicious
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has,Node,food
Node,Food,is,Node,delicious
Node,u-RuHyMHjwkKQMzGC9HBlE0w,found,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Sauce
Node,Sauce,were,Node,rich
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Lamb
Node,Lamb,was,Node,tender
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,naan
Node,naan,was,Node,fine
Node,u-oz87x3iaEi17QgAqMCm1SQ,love,Node,food
Node,u-oz87x3iaEi17QgAqMCm1SQ,drive_to,Node,Tempe
Node,u-oz87x3iaEi17QgAqMCm1SQ,has,Node,food
Node,service,is,Node,terrible
Node,u-IoEg3YNEGynDxbpUW5vEcg,ordered,Node,gobi_Manchuria
Node,u-IoEg3YNEGynDxbpUW5vEcg,ordered,Node,malia_kofta
Node,u-IoEg3YNEGynDxbpUW5vEcg,ordered_as,Node,appetizer
Node,u-IoEg3YNEGynDxbpUW5vEcg,going_to,Node,b-h-psPOmlY0mCOflb3S3rdQ
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,butter_masala
Node,butter_masala,was,Node,sweet
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,Kothu_Paratha
Node,Kothu_Paratha,was,Node,heavenly
Node,staff,is,Node,enough
Node,u-c_IWI6W5oqZztQ2X3h_fPw,ordered,Node,chicken_tikka_masala
Node,u-c_IWI6W5oqZztQ2X3h_fPw,got,Node,chicken
Node,service,is,Node,horrendous
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,chicken
Node,chicken,was,Node,cold
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,potato
Node,potato,was,Node,nice
Node,Service,is,Node,pleasant
Node,u-FdGS2N5bP2s_FdN6V1t8kA,got,Node,Chicken_Kabab
Node,u-dpzD1qud3tSQVN5Vnx0WcQ,has,Node,enemy
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,chutney
Node,chutney,was,Node,terrible
Node,u-lhC0oiatuxhxd2DDrrMQPA,waited_for,Node,minutes
Node,u-mPFvAMuAS9s1z8fA6bXazQ,packing,Node,food
Node,u-mPFvAMuAS9s1z8fA6bXazQ,throw,Node,food
Node,food,is,Node,nasty
Node,service,is,Node,bad
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,soup
Node,soup,was,Node,cold
Node,Service,bother,Node,u-UXdSEicODNLOm45bh8L0VQ
Node,Food,is,Node,great
Node,u-6OjUTMU1lPsCffK64s6IZw,tried_in,Node,Gilbert
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,Fish_Curry
Node,b-h-psPOmlY0mCOflb3S3rdQ,is,Node,better
Node,Fish_Curry,is,Node,OUTSTANDING
Node,Fish_Curry,is,Node,amazing
Node,u-MZquAgNHt4ZATNiS0gx7yQ,recommend,Node,b-h-psPOmlY0mCOflb3S3rdQ
Node,u-V-BbqKqO8anwplGRx9Q5aQ,eat,Node,fish
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,vegetarian_dish
Node,vegetarian_dish,looked_to,Node,u-V-BbqKqO8anwplGRx9Q5aQ
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,fish
Node,fish,was,Node,fresh
Node,vegetarian_dish,was,Node,porridge
Node,food,is,Node,good
Node,u-lRdllZQJ_3Dxs62CEvxrpQ,craving,Node,food
Node,b-h-psPOmlY0mCOflb3S3rdQ,is,Node,good
Node,u-o3R1gaTwsAzVabfMtVvIMA,ordered,Node,food
Node,u-o3R1gaTwsAzVabfMtVvIMA,liked,Node,chili_paneer
Node,food,is,Node,bad
Node,food,is,Node,great
Node,food,is,Node,great
Node,Food,is,Node,good
Node,u-bsGkZCUrRpLanzUzmo2Kdw,went_because,Node,hype
Node,staff,is,Node,courteous
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,Dosa
Node,Dosa,are,Node,better
Node,service,is,Node,inadequate
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,medu_wada
Node,medu_wada,is,Node,good
Node,u-s4qr7ZsGq-5tjqNIuhZdlg,got,Node,Chettinad_curry
Node,food,is,Node,delicious
Node,decor,is,Node,nice
Node,u-OQBMu7x0V4Oz3iFv3x0i5Q,liked,Node,fish_curry
Node,u-OQBMu7x0V4Oz3iFv3x0i5Q,prefer,Node,b-h-psPOmlY0mCOflb3S3rdQ
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,Pav_bhaji
Node,Pav_bhaji,was,Node,good
Node,b-h-psPOmlY0mCOflb3S3rdQ,has_menu,Node,schezwan_noodles
Node,schezwan_noodles,are,Node,good
Node,b-V_jIfMz9Z7a5mthleRq0_w,catapults,Node,b-V_jIfMz9Z7a5mthleRq0_w
Node,b-V_jIfMz9Z7a5mthleRq0_w,catapults_to,Node,top
Node,b-V_jIfMz9Z7a5mthleRq0_w,is,Node,decent
Node,Pratak,was,Node,good
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,Naan
Node,Naan,is,Node,blah
Node,u-IZXnSMdOkVdFH-mw6zQBbA,love,Node,food
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,naan
Node,u-IZXnSMdOkVdFH-mw6zQBbA,tried,Node,chana_masala
Node,food,is,Node,disappointment
Node,u-IZXnSMdOkVdFH-mw6zQBbA,was,Node,wrong
Node,b-V_jIfMz9Z7a5mthleRq0_w,is,Node,popular
Node,u-4_WuH-Sl81zUp6PJ1eLLSw,pass_on,Node,naan
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,mango_lassi
Node,mango_lassi,is,Node,fresh
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,samosa
Node,samosa,was,Node,unappealing
Node,u-9kO-feVTNdDRYIP_yM2o6g,eaten,Node,Indian
Node,food,is,Node,good
Node,price,is,Node,right
Node,u-htiVdsiY_rBmJc65aZ3YAA,got,Node,food
Node,u-htiVdsiY_rBmJc65aZ3YAA,has,Node,food
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,Chicken_Tikka_Masala
Node,Chicken_Tikka_Masala,was,Node,perfect
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,rice
Node,rice,was,Node,plentiful
Node,food,is,Node,great
Node,u-LRQl39yBwRohkhT-mqETLA,love,Node,food
Node,u-JxQ5tlmEcpXgTDR41psGlg,found,Node,b-V_jIfMz9Z7a5mthleRq0_w
Node,b-V_jIfMz9Z7a5mthleRq0_w,is,Node,perfect
Node,food,is,Node,good
Node,food,is,Node,good
Node,u-HYhcWWAvzggD7RISFuuUJg,went_in,Node,July
Node,service,is,Node,prompt
Node,food,is,Node,tasty
Node,u-BFKVpowGGccyIbfIlbOLPQ,heard_about,Node,Nirvana
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,Curry_Dish
Node,Curry_Dish,is,Node,good
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,chicken
Node,chicken,is,Node,good
Node,staff,is,Node,friendly
Node,staff,is,Node,friendly
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,Chicken_biryani
Node,Chicken_biryani,is,Node,good
Node,u-_gosYV-tf-5n3BL8sNR7Ug,visited,Node,b-V_jIfMz9Z7a5mthleRq0_w
Node,b-V_jIfMz9Z7a5mthleRq0_w,took,Node,AMEX
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,naan
Node,staff,is,Node,friendly
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,chicken
Node,chicken,stuck_to,Node,rice
Node,u-FfGSskrEu9jHlPy4sM8VBg,has,Node,kadahi_chicken
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,beef
Node,food,is,Node,wonderful
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,naan
Node,naan,is,Node,authentic
Node,u-kvSbYKO9Ir6gSgXNgWPDKA,ordered,Node,Chicken_Tikka_Masala
Node,u-kvSbYKO9Ir6gSgXNgWPDKA,enjoyed,Node,b-V_jIfMz9Z7a5mthleRq0_w
Node,u-kvSbYKO9Ir6gSgXNgWPDKA,think_for,Node,food
Node,u-kvSbYKO9Ir6gSgXNgWPDKA,has,Node,confusion
Node,u-kvSbYKO9Ir6gSgXNgWPDKA,was,Node,excited
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,naan
Node,naan,is,Node,good
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,Chai
Node,Chai,was,Node,good
Node,b-V_jIfMz9Z7a5mthleRq0_w,become,Node,one
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,tikka_masala
Node,tikka_masala,is,Node,available
Node,b-V_jIfMz9Z7a5mthleRq0_w,are,Node,happy
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,Chai
Node,Chai,is,Node,available
Node,price,is,Node,like
Node,service,came_in,Node,minutes
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,mint_chutney
Node,mint_chutney,is,Node,good
Node,u-cM5nBvgS1Lmmto_dCfwY3Q,pull,Node,one
Node,Persis Biriyani,crush,Node,b-V_jIfMz9Z7a5mthleRq0_w
Node,service,is,Node,friendly
Node,food,is,Node,enough
Node,food,is,Node,tasty
Node,staff,is,Node,friendly
Node,u-9IRuYmy5YmhtNQ6ei1p-uQ,was,Node,disappointed
Node,u-Eypq5gLLjCapBVVnMw_MyA,go_on,Node,Fridays
Node,b-V_jIfMz9Z7a5mthleRq0_w,has,Node,food
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,fish_curry
Node,food,is,Node,perfect
Node,b-V_jIfMz9Z7a5mthleRq0_w,has_menu,Node,naan
Node,naan,is,Node,good
Node,food,is,Node,great
Node,u-IgjjNyJt8l_SKcl0KPYgVA,enjoyed,Node,food
Node,food,is,Node,good
Node,u-_mnjOM88Gh4tUe-YAGQAbQ,eating,Node,food
Node,u-_mnjOM88Gh4tUe-YAGQAbQ,boil_for,Node,minutes
Node,food,is,Node,heavenly
Node,staff,is,Node,friendly
Node,Staff,is,Node,friendly
Node,Food,is,Node,tasty
Node,u-gmK4EGz8-sXyfpb_m2aHKw,like,Node,food
Node,food,is,Node,delicious
Node,b-kG0N5urz2lkPEBDPjqFR3w,has,Node,menu
Node,u-aDEqdCcq_2kMkqq8q0ixNg,asked_for,Node,refund
Node,Staff,is,Node,friendly
Node,b-kG0N5urz2lkPEBDPjqFR3w,is,Node,awesome
Node,u-zOf2ZKfyP8ZT8SgRc90efQ,loves,Node,b-kG0N5urz2lkPEBDPjqFR3w
Node,food,is,Node,bland
Node,food,is,Node,warm
Node,u-qUL3CdRRF1vedNvaq06rIA,like,Node,chicken
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,Garlic_Naan
Node,Garlic_Naan,is,Node,amazing
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,chicken
Node,chicken,is,Node,good
Node,u-Jm67TDhh8t1VHPACeORuOg,checked,Node,b-kG0N5urz2lkPEBDPjqFR3w
Node,u-Jm67TDhh8t1VHPACeORuOg,recommend,Node,Woodlands
Node,u-Jm67TDhh8t1VHPACeORuOg,has,Node,favorite
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,chana_masala
Node,chana_masala,is,Node,chickpeas
Node,staff,is,Node,attentive
Node,u-gQA90bgLe6tpVCcNS8wN0A,has,Node,problem
Node,food,is,Node,good
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,naan
Node,naan,was,Node,nice
Node,staff,is,Node,grumpy
Node,b-kG0N5urz2lkPEBDPjqFR3w,was,Node,good
Node,b-kG0N5urz2lkPEBDPjqFR3w,has,Node,menu
Node,u-GJd11uLB70bqPV9gA5orZA,drove_from,Node,Mooresville
Node,u-GJd11uLB70bqPV9gA5orZA,asked_for,Node,mango_lassi
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,chicken_curry
Node,chicken_curry,was,Node,terrible
Node,u-GJd11uLB70bqPV9gA5orZA,am,Node,sorry
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,garlic_naan
Node,garlic_naan,is,Node,great
Node,service,is,Node,fast
Node,u-up-mcezRNykPU1RvfNFt0w,tried_to,Node,India
Node,u-up-mcezRNykPU1RvfNFt0w,came_for,Node,dinner
Node,u-up-mcezRNykPU1RvfNFt0w,has,Node,favorite
Node,staff,is,Node,friendly
Node,u-lhWPrEBzorygXA4TpimQ3g,took,Node,u-lhWPrEBzorygXA4TpimQ3g
Node,u-lhWPrEBzorygXA4TpimQ3g,enjoyed,Node,Maharani
Node,service,is,Node,friendly
Node,food,is,Node,delicious
Node,staff,is,Node,cold
Node,u-Ea9aNN7dtf_Wa7CgbifuWg,order,Node,Samosa_Garlic_Naan
Node,McIndian,go_for,Node,McIndian
Node,Waitstaff,was,Node,helpful
Node,food,is,Node,mediocre
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,Sauce
Node,Sauce,were,Node,tasty
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,Tandoori_chicken
Node,Tandoori_chicken,looks_like,Node,chicken
Node,u-iLq-iaLo0aP3QycJDv6tHw,eaten,Node,food
Node,u-iLq-iaLo0aP3QycJDv6tHw,ordered,Node,naan
Node,u-iLq-iaLo0aP3QycJDv6tHw,loved,Node,chicken_tikka_masala
Node,u-iLq-iaLo0aP3QycJDv6tHw,has,Node,naan
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,chicken
Node,chicken,was,Node,tender
Node,u-Ibk2kY59Tq5nUrePO1sRXw,has,Node,favorite
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,chicken_Tikka_masala
Node,chicken_Tikka_masala,was,Node,AMAZING
Node,u-0-M2ovkMFcAlBjg8nxBXvA,eaten,Node,dinner
Node,u-0-M2ovkMFcAlBjg8nxBXvA,has,Node,complaints
Node,food,is,Node,good
Node,service,is,Node,fast
Node,u-w2-imkOMbt3jPbufME0LpA,eaten_for,Node,years
Node,u-w2-imkOMbt3jPbufME0LpA,has,Node,favorite
Node,u-ayVBf253VsV2Es7tD-rgug,love,Node,Indian
Node,u-ayVBf253VsV2Es7tD-rgug,ordered,Node,fish_masala
Node,service,is,Node,great
Node,u-UHV0B24i_IVOKyXcRe9IeA,has,Node,food
Node,staff,is,Node,friendly
Node,Service,is,Node,fast
Node,b-kG0N5urz2lkPEBDPjqFR3w,are,Node,ready
Node,u-HuqqfOhA70LtHRPKDzIedw,has,Node,food
Node,u-_Op00-3BG3sNPkB564kXQg,seek,Node,food
Node,u-_Op00-3BG3sNPkB564kXQg,seek_out,Node,u-_Op00-3BG3sNPkB564kXQg
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,chicken
Node,chicken,is,Node,hard
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,naan
Node,naan,is,Node,better
Node,b-kG0N5urz2lkPEBDPjqFR3w,has_menu,Node,dinner
Node,dinner,are,Node,better
Node,u-1WOxmH-VsNOqm9PMmkObFw,has,Node,Diet_Coke
Node,food,is,Node,decent
Node,u-CPodThzsqATG_Bc8a4an_w,eat,Node,variety
Node,one,renovated,Node,one
Node,u-X3frtPLMgwXJAlGxcJvEDQ,loved,Node,Chicken_Biryani
Node,Customer_service,is,Node,awesome
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,naan
Node,naan,made,Node,right
Node,u-tw-F1CUvdukzlfxLqgmXWw,love,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,one,mandating,Node,hours
Node,u-Fk3Io6ZVH0ExuUHd11jUnQ,emailed,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,u-Fk3Io6ZVH0ExuUHd11jUnQ,asked,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,tandoori
Node,tandoori,was,Node,ready
Node,tandoori,was,Node,fabulous
Node,food,is,Node,ready
Node,price,is,Node,fantastic
Node,b-LwXo16VrGPhhOWc_Wj7ifw,is,Node,clean
Node,u-j3M8vbfJLnmaZroWtabVaQ,found,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,naan
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,chicken
Node,u-3QCugmCSsCOHsC3fE0NBjg,has,Node,rice
Node,u-3QCugmCSsCOHsC3fE0NBjg,was,Node,disappointed
Node,customer_service,is,Node,great
Node,b-LwXo16VrGPhhOWc_Wj7ifw,are,Node,willing
Node,price,is,Node,cheap
Node,u-BfJtz6TZ_b7-CJsh_emgpw,wish,Node,best
Node,u-BfJtz6TZ_b7-CJsh_emgpw,has,Node,support
Node,food,is,Node,amazing
Node,Overall Greg,enjoy,Node,food
Node,u-owlUazXSDLaxlOV7z8181g,ordered,Node,Lamb_Vindaloo
Node,u-owlUazXSDLaxlOV7z8181g,asked_for,Node,Lamb_Vindaloo
Node,food,is,Node,fast
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,lamb
Node,lamb,was,Node,tasty
Node,food,is,Node,decent
Node,food,is,Node,good
Node,taste,is,Node,tasty
Node,Food,is,Node,good
Node,u-fYQHQzj-1hcw9WcBs7dJNw,go_in,Node,u-fYQHQzj-1hcw9WcBs7dJNw
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,chicken_tikka
Node,chicken_tikka,was,Node,tasty
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Pulao_Rice
Node,Pulao_Rice,was,Node,good
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Chicken_Biryani
Node,Chicken_Biryani,is,Node,tasty
Node,u-XI1Fu6Azbd8rjOiISQd8CQ,went_after,Node,work
Node,b-LwXo16VrGPhhOWc_Wj7ifw,was,Node,delicious
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Garlic_Naan
Node,Garlic_Naan,is,Node,good
Node,food,is,Node,delicious
Node,staff,is,Node,nice
Node,b-LwXo16VrGPhhOWc_Wj7ifw,were,Node,happy
Node,food,is,Node,good
Node,food,is,Node,good
Node,u-KbwOwQZTOfrtaeJdmucALQ,had,Node,food
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,garlic_naan
Node,garlic_naan,wrapped_in,Node,garlic_naan
Node,food,is,Node,economical
Node,food,is,Node,good
Node,u-VPL2sk9EtS8WK1LriTCXGw,had,Node,lamb_vindaloo
Node,u-cgQUUQlxBVs42OG647SIsA,ordered,Node,mango_chicken
Node,Food,is,Node,excellent
Node,Chris m,spoiled_from,Node,Panda express
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,naan
Node,naan,was,Node,bad
Node,u-tTIXJkDn0SKriN5fSHLQQA,ate,Node,Lamb_Vindaloo
Node,b-LwXo16VrGPhhOWc_Wj7ifw,divide,Node,menu
Node,food,is,Node,fantastic
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Naan
Node,Naan,was,Node,good
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Tikka_masala
Node,Tikka_masala,was,Node,good
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Naan
Node,Naan,made,Node,right
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,vegetarian_dishes
Node,vegetarian_dishes,is,Node,bad
Node,u-xszoDQN-wuCezEfZILS7Hw,had,Node,food
Node,u-xszoDQN-wuCezEfZILS7Hw,entered,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,u-xszoDQN-wuCezEfZILS7Hw,smell,Node,curry
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Chicken_Momos
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has,Node,menu
Node,food,is,Node,good
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Hot_&_Spicy_Chicken_Wings
Node,Hot_&_Spicy_Chicken_Wings,are,Node,good
Node,food,is,Node,fabulous
Node,u-KVGxs-NiT5g-8uiHzu2bEw,am,Node,fussy
Node,u-KVGxs-NiT5g-8uiHzu2bEw,am,Node,pleased
Node,food,is,Node,authentic
Node,u-jv6qVvgHckHSw-1uEudNdQ,has,Node,favorite
Node,b-LwXo16VrGPhhOWc_Wj7ifw,is,Node,good
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,sauce
Node,sauce,were,Node,tasty
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,samosa
Node,samosa,is,Node,sweet
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,mango_lassi
Node,mango_lassi,was,Node,refreshing
Node,b-LwXo16VrGPhhOWc_Wj7ifw,is,Node,good
Node,u-NzqJBFA6QdOKBv1dIkTLDA,putting,Node,lamb
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,kofta
Node,kofta,made_with,Node,chicken
Node,u-NzqJBFA6QdOKBv1dIkTLDA,has,Node,favorite
Node,u-NzqJBFA6QdOKBv1dIkTLDA,was,Node,impressed
Node,u-n86B7IkbU20AkxlFX_5aew,selected,Node,Lamb_vindaloo
Node,u-n86B7IkbU20AkxlFX_5aew,picked,Node,rice
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Chicken_Tikka_Masala
Node,Chicken_Tikka_Masala,was,Node,decent
Node,u-renPzRDqMZpMaHiCD_e1_A,tried,Node,food
Node,u-renPzRDqMZpMaHiCD_e1_A,INHALED,Node,food
Node,u-renPzRDqMZpMaHiCD_e1_A,has,Node,break
Node,b-LwXo16VrGPhhOWc_Wj7ifw,blew,Node,u-SQm5TEeF_tP9QJKg1HAN6Q
Node,u-SQm5TEeF_tP9QJKg1HAN6Q,ordered,Node,chicken_tikka
Node,u-SQm5TEeF_tP9QJKg1HAN6Q,recommend,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,naan
Node,naan,was,Node,good
Node,b-LwXo16VrGPhhOWc_Wj7ifw,is,Node,stellar
Node,u-wd-rqesgjt6wx9fz3Qgn3w,came_on,Node,Saturdays
Node,customer_service,is,Node,great
Node,One,recommended,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,food,is,Node,fresh
Node,One,recommended_to,Node,u-kwIhn1_cnQeUaLN0CuWWHw
