user_id,menus
u-RD9rnr0uNtYJya-pl21fbg,Papadums|chutney|beers
u-REigeuE57-4ZYneT7_ADpA,butter chicken
u-RFcus5hdo-SoaQOED-sw5Q,papdi chaat
u-RHthJ9cMSYjfbFZ63XkJ4w,chicken|Tandoori chicken|Mango Lassi
u-RIbetEfjGK5ScINQlIsrbw,
u-RKi_YGegDpRndVJSP1pAxg,
u-RL7pwFcyJILOuIQ1sH--Ug,
u-RM4PcW_98F0ziM3GrPHS4w,
u-RMrZkLDre6UGVgTVPbE3Uw,
u-RPcBmhpxmvt4x6UinQbmFA,
u-RRhco4irDXPk5EJmvuwr2w,butter chicken
u-RRt8KBKdndvdiG6x-ECtpA,chole batura|rice
u-RTtYDV2WaTJy9Ccl3WxXKw,paya
u-RUEFu7mB6ZMQK550xhnbdw,
u-RW-bQWhLZ1N6zzD6lmYwvg,
u-RWLGf8awicP4AUtUj9760g,
u-RYMCmOZSUn53fY2GzutTbQ,samosa|beef
u-RZ4uVaorzaWMjeCBxCU55g,chats
u-R_TJQ6Hy1BtOYK_hCl25bQ,tikka masala|seafood
u-RaTL1_NDXA_YfQ68jkdRKQ,
u-RbUYE1SBi68URjKFidJlYw,
u-RbkKEH5XvUTOtL9A19E6cQ,tandoori
u-Rc_53_nG895CxygTRRuDmw,
u-RfINmpF81jUmeXkW_KmB1w,
u-RfJZACrrqOoAVwKU311jcg,
u-Rg0sroYoSGcPh98VTuNwYA,
u-Ri3cu8XTnyA83pyJrzTMvw,
u-Rm-y6fTB_E-Qwwdz1YwHwQ,
u-Rm3tscU-ExwqXp3xkN-1Sg,naan
u-RmiKdzXAb9Ai8csbGCCO1g,idllis|sambhar
u-RmptnMKhZ5RZxh_7NhIVjw,Tandoori chicken|Red Curry Chicken
u-RnkKZIKmP9adWDkntv_uaA,
u-Ro5KPM_zfuCbIVeql_vJAw,
u-Rove-_SK-PAezQPQS7cnaQ,
u-RpGMBHy0330xT_VeO027gA,Dosa
u-RpdTyHx-TrRVPZj1k3lo0A,Samosa
u-RqN74rVpzQOXMPPy9bzHYw,rice pudding
u-RrL8OvToV0Qo2DJW4vJ7ow,
u-RsU9rS1Xee8vr79VgTVJgQ,butter chicken|Hal Beer|wine|rice|amber beer|beer
u-RsuNc8EdA9J_dsImcheaRQ,dessert|Curry Dish|mango drink|Rasmalai
u-RtXUU6wCX8HHgYCfUXxWFw,vegetable fritters
u-RuHyMHjwkKQMzGC9HBlE0w,Quarma|Sauce|Lamb|naan
u-Rwf75p0aGZQ6P1FndkDjfA,chutney|dosa
u-RwzZXeDKRoYoHttT5ylCrw,Dosa
u-Rx-lnDQMrVgqnI0Pcb2Q5w,
u-RyoTi4p5nfvWhxGjrWmCkQ,Samosa|Biryani
u-RypxyWecy2gbECH3-yU4eA,Chicken Breast Kebab
u-S-OPfG1XLvi14aoz5im4qA,
u-S14MK30NQdqgrO7ygTCQlA,
u-S2eU-NFGMW8smuP2SHWkqw,
u-S2pt8jKF_SKXAOeB8ESdXA,
u-S3h-0vC4OwyahD0idAIdRQ,
u-S6F_foMgSnYZTDuNbYiXDw,
u-S9BuuXMBSTkyISrSb0rG-g,
u-S9F2a5MxI22ke1LX7JnIxg,
u-SB1sdwmbQNlXBmTIJQ1oLA,sambhar
u-SCe2nY8q7x1Lozwf4tqU3w,tomato sauce|Butter Chicken
u-SCqi8N3vP4qIcF5ezzWzzQ,Gobi Manchurian|Scotch Eggs|Chili Paneer
u-SDsVaBzPJr8fdY4-m5bjdw,vindaloo
u-SEZVQUIxNukcowUAR14VUQ,
u-SFoUxAWQKWL_b7SIqMfoWg,
u-SG11s8Gtcb5qGsABaXKvAg,chicken biryani
u-SGsSd3W_z5KYqfU26rxmoQ,
u-SHqmk_PNFRlPpJjeYFO0eg,Biryani|chicken
u-SHyWxJxb-mKiNgHPUSu3_g,tiki masala|cheese
u-SKgQIHJVj7JU60kBKo8OZw,masala curries
u-SNEQ38uURxKjkBDheJ5zYw,
u-SNKItb2KLMr6D_I5HcCvIA,Samosa
u-SNkleqoSgBMP24WEwp9tSQ,Haleem
u-SQSHdmBKa6O8GwVnQoq8sg,seesh kebab|daal
u-SQm5TEeF_tP9QJKg1HAN6Q,chicken tikka|naan
u-SRA86Xyf9fbOAhICWttMLQ,Sauce|chicken breast|salad|Tandoori|Afghani bread|chicken|garlic sauce
u-SRhUZfTNf_qis3x-1dSWnQ,
u-SS0EYY31LPBnmvrfRxDRJA,
u-SS3pK8z82S-SNHryfppwOA,chicken|Chicken Platter
u-STUWKsfUGJSuJbPOdQp-0g,lamb korma|dinner|chicken|pakora
u-STskVv3kxVerS9OAc36FiQ,
u-SUyFqtj7G2hXLVKlRjvgCw,scheshwan chicken|chilli chicken
u-SVcQ8yqaLDmjMwPRDwQPaA,Sauce|chicken tikka masala
u-SVyv-07pWaPySmY10oVZBA,Lamb Shank
u-S_Joujv7euX3N9yHqE4IMw,lamb biryani|bread|chicken tikka masala
u-SaeB_3kHKCAcb1yzCkCDbg,aloo bonda|potato curry|chickpea|soup|chickpea curry
u-SalzPkE0sbOXF7erSlOKSQ,
u-SbSHwzUNvdc__ncxruYsxg,
u-ScNwktT62pUZ1lf_k2no2A,
u-ScUVRyfEje3IP-XH91qBxw,lamb biryani
u-Scrk0HIe3GClR57Bq-Ud4A,dinner|naan
u-SdXxLZQQnQNUEL1rGMOQ6w,mango|mango lassi
u-SfPABnVQF13kQHZRbOVY_g,
u-SfcUPkA9V1XVIwbQkRxUnw,chicken vindaloo
u-Sh3GYdFHwmiKpq2F9__ReA,Tandoori Grill
u-SiX9g5tXACCcsjvWXERxkw,
u-Sl7G-N4wNWgvuHufiDkekw,
u-SmaDxg0aR_-zFryi4GkKgg,
u-SpMh4ec4FGiOErd8twue8A,Mantra Masala
u-SpXtZ--ccIMahzjkYlx4lA,
u-SuD01Q2izoPoI8-Xdv98yA,
u-Sx5mok8jODu6g8s_jeLoVA,
u-SxMBY64n31UHPjxzIastUg,
u-SzcrUoOdo5LSy98sIgj0lA,
u-T0qWj1HL2mg_FGpdNkedlg,
u-T1F_rFrOHmJwCxVYzH1Bmg,
u-T1TI-1x4TJB7V-nJhaP_NA,
u-T1q-4gXtDivFbGrBfW2K8w,
u-T3DctriR2W7Y5Ikb4zs88A,Goat meat|chicken biryani
u-T5uDRO7_AnygHMIAZdE4Yw,
u-T7GTNBBpQ6d8GBWv_HM-ZQ,
u-T7cNF1q6PSV5mOs4r2-rrA,naan
u-T7yhicN_h-PmmWi1JbvZCg,
u-T8f8aXnL42njtERHueBijg,
u-T9f3M6hFs6R3ayRc0QCTwQ,
u-TB-Uy3latKcMg2TrVhcvJQ,
u-TB9ibgXVrq1B7-fajbsu8g,salad|tikki masala|Soma Grill|chicken korma|naan
u-TBnNUyD6PdQJ4eqhnVj_uQ,
u-TElstA7TMoXtOrTnTwi2rQ,yogurt chicken
u-THYhJ6bt_1GIzq_HEigPKQ,
u-TLCxxfPQkKp1y6Z5fN6NQw,Dosa|Paneer burji dosa|vada|Chaat dosa|chowpaty
u-TLx7JSe6qWoXCZlgsc4ndw,
u-TMV_sdcRAzmgByr2ez6dAw,
u-TPP7VI9CRetVUVIeeZoMRw,crispy|chili chicken
u-TRBCyBaHTwWim71gizj2VQ,
u-TUPWls9n9iXFRgHVg2FNMw,butter chicken|naan bread
u-TUbOZ8w7WCJHvWEvBuB29A,
u-TWkZAEsuxaidX4HOMRnRAQ,cottage cheese
u-TWn4CE_ixyPaUEG4Ry0YEQ,
u-TXrEUj-CoARWZce2QHnTHQ,
u-TZPd84Z7ATl5DqvTVJxDFw,
u-TaEul2hAAP3VhkcDFpdZ5A,
u-TaJ3hRYUW9Z82HF0qc4hFQ,pasta
u-TcGVCE1yxQtadh8I1oTuHg,
u-TcQuThMQQCQO5ZLg73uc3w,Tandoori Chicken
u-TcgES9Hrsz4g8EIBvXqWvQ,
u-Tcoc6k-y2Yd9KG1npX682g,
u-TjfTL_9QxuH4a3fH_xHAmg,Cocktails|Bread plate|scotch eggs
u-TotJG9Wuji9m5m3KhLWajQ,
u-Tp2MCydrqGOwKj8LbhXCog,Naan
u-TpKaOVD8dGL6nMAMNg0p0Q,chicken tiki masala
u-TpRHPFzZcp6XqZ7rysKbUA,chutney
u-TpbLY_Cyn_gCXljSQHpSSA,
u-Tsl3_AGTcGMQVJxGqXgyRQ,
u-TwErSmI2nOF0UqXZ2tUDfQ,dinner|Naan|rice|Andhra Chicken|biryani
u-TzU30D-CjtPP3XumggK0Mg,
u-TzfCd4D3e3hr-858wlv2ww,
u-TzqcDG9oJLdXQuAZA9e0yA,
u-U1jJdUcyXyh1i2APYNd-6Q,
u-U1vl4SQzO3wTAWlYVnSjnw,Oignon Bhaji|Lamb Korma|sauce
u-U3Y7xT8KZwQilb__FGHeIQ,dinner|BUTTER CHICKEN|bread|CURRY|Garlic NAAN|Madras
u-U5-XcYzu0HD7bDMoTInlYw,
u-U5YQX_vMl_xQy8EQDqlNQQ,Chicken
u-U6a4PttqSRu5njOjKCmehA,
u-U7Ci8rSIpWBvuPu4pWpoHg,
u-U7tUoXPJhbf2k9fwrAhn5w,
u-U8fdPp1kx-yd7Zvx9feGxQ,
u-U96FpJ6l1IcM4h8iMwmHgA,
u-UAFGZ1mFuAaG5UKowU0P0g,Paneer Curry|bread|paneer
u-UAULEDfAO5LMZh5l4bIVJw,
u-UCG-PGg-rI8DdxbO9-SDyA,bread
u-UEYpGsvyWDRhxXuwUSvBvQ,dinner|Rabdi
u-UFl-AzsPSBvXj5XV682mEg,
u-UG3JqmYlEWlNEOJqUMENDg,Tikka masala|Dal tadka
u-UGXxwHQCIMyvbBpn-ZDNDA,lollipop chicken|curry|lamb
u-UHHraFRu5NKvZqIHp2O02w,chicken masala|Lamb
u-UHV0B24i_IVOKyXcRe9IeA,
u-UKFmZk27b7sAeobbtNW_eA,
u-UKMu3dHJXF4oFYvTLNX9IA,Chana masala|papadum|keema naan
u-UKzNfJENS3TFLwcEf-U21Q,
u-UOy50uHRgog58A1TFtUsfg,
u-URYMJ8cqvUXjI9LMlIwycg,chicken
u-USUw_VT31ygQ9JkEc6nPsg,tea
u-UTf4tyyn1SubhB3Eoqgcaw,
u-UUjvdquloiIdcOiyvrKlrA,
u-UViJSzX9sFngutKAuEJbog,
u-UVwETkkTkwCtvW2CsGmaiQ,
u-UXdSEicODNLOm45bh8L0VQ,
u-UYcmGbelzRa0Q6JqzLoguw,garlic naan|rice|Lamb Vindaloo|Samosa|naan
u-UYgX6kFtI8TBOAu6QPb_WQ,
u-Uaqawx2iD0mT5YP_akJrJw,chana masala|beef|rice
u-Ubi-MmSbwpa1L36rB6UY6A,
u-UciQosDMxu03un88j-F3pg,bread|Sauce
u-Uea_V6r3pzynOXm_NoNBBw,Samosa|Murgh Tikka Masala|wine|salad
u-UejuYo11GuFTGDp7e1_0sg,
u-Ug0ujy9-jd0Oc2nk3KIotA,plain|Dal|Rice
u-Ug5HkPvMuvIMN8CSGPG30w,
u-Uhe5eNNOrnmcvesspLnBDA,sandwich
u-UkB9kdjwXHqdWC59qteUjg,
u-UkeDbSHVa8v1wZ_Ox0W9Eg,
u-UkiH9FHWesHo3dmwikKWsw,Roghan Josh
u-Ul42L3SbNiV0aB1eocj-KQ,
u-UmW5fjnUowmdlgvkrtihVw,
u-UnUzWu9UcVQ2fJjWJpNjQw,
u-UoOcS8VIlswwbPsa35uAQQ,chicken chettinad
u-UpatlGlHEXD5FYJxw50dwg,naan
u-UqiIvJu48dO2zsx-WvujSA,
u-UtetNKGy_8L-RIMhYiCB7g,
u-Utz_NWi-7a6kKwxL_xGUiQ,butter chicken|onion rings|Neapoliton Pizza
u-UvGIHEUSKchZVrlPlIOZ3w,chicken|chicken tiki masala|naan
u-Ux4lkzDur4Yub3W1PhYeIw,
u-V-BbqKqO8anwplGRx9Q5aQ,Vegetable Soup|porridge|vegetarian dish|fish|chicken
u-V1K3YYKCZG3kcUf6_4j-SA,dinner
u-V1yzcgSa3fCpvvLQNZ2DTA,
u-V5NaQCpO1w9u7LaqLwasvQ,biryani rice|naan|chicken vindaloo|Veg Pakora
u-V7VWzaqpycn2-3Hp-WTTTA,
u-V8IlL_SNMqcy8xNdlvx0qw,Kebab
u-VDjzt6N--TMXH4E7Y6ialQ,rice|tandoori chicken|chicken biryani
u-VDsO7_0AOpC9y6P_X6f2ew,
u-VE3LuhtrkTXyvAa72XpeNA,
u-VEZ1vCYnEBsl2ssBoswaZw,
u-VFcrtQc0wfTABrk7aFKCzw,dinner|paneer|chicken tikka masala
u-VGipbFMtKaGy5fSseqY_BA,
u-VH1yfoiAlmmYVcIciysOCw,Samosa|boneless lamb
u-VHc1yqBhsE-l3JQFXuWydQ,butter chicken
u-VID2gGj6-u67w5qY_D2AtQ,Garlic Naan|Malai kofta
u-VLfK0P4aHwCThv3h7GeQQw,Roti|goat roti
u-VNVef3kkg0-EbDIcQaPcug,
u-VO16w17eBZOXO-evJrLvBw,dinner
u-VPL2sk9EtS8WK1LriTCXGw,
u-VQcVz5wzl0380XGy316xgw,butter chicken
u-VTLRv5RsJR-NU17JP9vhZg,Samosa|vindaloo|Daal|rice pudding
u-VUfmBqviqPAAwrlVoVS1BA,
u-VUop7P6gVM95Ke2cHjX0Fg,
u-VV2NvlUq71E6QQya8tRbtQ,
u-VZRxANvyTm2ixS6jYDGgEw,yogurt sauce|tikka chicken|naan|chicken biryani
u-V_pw1PPGe6YbRl4-JpXfYQ,
u-VbB0_jzI_DrnPY4DuROVkQ,
u-VcjUX54HwhmLmxNamP8xXA,tea|samosa chaat
u-Vd6N3Dc9rtho-hOspaKQSg,veggie chow mein|chow mein|chili chicken
u-VfNJD1BrDjfhknhdWcRODg,Dosa
u-Vh3XdOLujwPsUWygXQNO_w,Chai|sauce|samosa|mango lassi|naan
u-Vi5tkhwsnQd9b7W3Y4hFmQ,
u-Viiv6xoj6p-UQIR9Hc2KYw,
u-VkctVLKkWN4LXI6XEHQy0g,
u-Vl4t_hvukngrrcKZhJKRTw,
u-Vlp4qA2_MRv9hQvJsA6kyg,
u-Vlssq9KlNYZEr1YxL6VFFw,Sauce|Dosa
u-Vm4hswv3DflUnzO9IGTjaA,
u-VnVoplb5vrdB2EU1GzzHsA,
u-Vp185uuVQc_ENlh3bdl7KQ,tikka masala|naan bread|bread|Vindaloo|chicken|naan|chicken tikka masala
u-Vp_C7oIxeztbd2PchNBOHw,
u-VqHoZWNte6q2vDchduR7kg,
u-VqduZMMsH4mvyH1nwHAiCw,chilli chicken|chicken biryani
u-Vqx_NN9MCo-L9n_8gvAXUQ,
u-VsZL9I6sUi3Ll7rd9rn_7g,somosas|eggplant|naan|lentil dish
u-VswgrudhENYcAr8KpE4JOw,chicken|Beef chilli|cashew chicken|rice
u-VvFtFZwzVv_dzU2ZkCe1Gw,
u-Vx_JbcqF773BIShr_Ux2Hw,makhani|naan
u-Vzp9gtV2SgBZEOnckCAExg,seafood
u-W1pBNUkuskuLM373nQJ0-g,
u-W2TQ6zJVEDtXtLLVbyY51A,
u-W2mSXNvEt2xtuFZaGKFEww,Supreme Dosa
u-W37KqgMymarQaqYGOWS70w,biryani|butter chicken|dinner|sauce
u-W66pmCWETd2cFnWT4Mrn3g,Roti|dhalpourie roti
u-W6PIKkebV2FniV-5ju5EcQ,
u-W7ZFD8xThjOX7_O0FDH5kA,Kingfish beer|donut balls|rice|soup|chicken|naan
u-W7igKTvhP1eS2WwUhrBNOg,beef vindaloo|butter chicken
u-W9_D98atQWeuQCO_pV2apQ,naan
u-WBCG29Wa-amEZPnoAGqYgg,
u-WBsqfXYQm6F2T0eMpCdaEA,
u-WDPz2uCBUn_S1uW09E0GYw,
u-WE_mkPYJQoFOoNEVfSiGAw,Chicken Tikka
u-WH10W8Wr_AaGY0LJOOREZg,
u-WJLWXzBDN9IHJib5a3UX7g,Saag Chicken|chaat
u-WKfoKNPk_-KbzVpCCY261g,
u-WLOVYC94pVDf6JFSzSSKlg,
u-WLW4NbV76Ij-0Aj3pQp4wQ,ice cream
u-WM8j8WpE548w-lf_zeMh_w,Pulao Lamb Rice
u-WOLqQKPrux3cYZFQnxnpqQ,Indian BBQ
u-WRchgs4LvsIYidMhlkiCgw,
u-WRefLj6kTMRVNkNenCP01Q,chicken|pakora
u-WSq_iCLkrMLnHmrheaWUjg,parathas|soup
u-WTXWlMjJnn4dFKpyg4hvGg,butter chicken|dessert|Pakora|butter paneer|jalebi
u-WWDKHmAuPsTnKyTMPWtLKw,
u-WWGq_NXdNS9xRHfgFagvKA,Chutney
u-WWhhLPW1_qdyZQsUqttfwQ,
u-WX5KfRMzgSIjA_dbkrGnLw,
u-WXRMZCokeOaSyekU21zaTw,
u-W_CkghBYSgJIJYi44GBTPA,chicken
u-WbMydvvPABgqnaPUnQMOaA,Goat Biryani
u-WbNtxmA7znRs60_HaEm__Q,
u-WcLp2MB0EloBPPEc5RDUAw,Chicken Dish|paneer|Chutney|tomato sauce
u-WdRJAIUZ8kcdYjq4krUyoA,
u-WeHffRGwXVuqdQyOxsAg0Q,papadam|korma|eggplant dish|naan
u-WfjyCcY0Xi-xFvziGuS1OQ,
u-WfvvwznNNm-gLUzd6hEE2g,naan
u-WgmwB4Wg7VIa_o6W-yHjZA,chicken|Chilli Chicken
u-WiQHSpdBZksrc6jCvU6yXw,
u-Wijpg5rI__kbZlb6sXt9Bg,
u-WrhnuLDFmyu_bB-FLP_gsA,crispy beef
u-WteVnkVed1Czr6qe5YmXLg,butter chicken|naan|Dal
u-WumppESSz94eIE7R0-uUrg,Mango Smoothie
u-WuvSmp8UhNrPUFnB5gm-kg,wine
u-WvGMOT2WUnE1tEmP0-OlqA,
u-Wx7cbLDqYEL3_aVZwh82Ww,
u-WxJ8l6OTDvvbQKQyv_-5kw,tikka masala|tamarind sauce|curry|Mantra Masala|eggplant dish|chicken tikka masala
u-WxnV04J-4oIh_JzbPSCplg,
u-WzUVi46q31TaezUCGNYbVw,soup
u-WzbLvd-pyLwZQwAl__u22w,Curry Dish|curry
u-X12ACTgVYCp9nkLVeq-59g,
u-X2KAO0z3RnfPgYXdfzGH5Q,Lamb Chop Kandhari
u-X3LnqWpIFCDWlk6uyYXldw,
u-X3frtPLMgwXJAlGxcJvEDQ,Chicken Biryani
u-X4QeMapHKYbT4g3mY3zVtQ,
u-X5WIMBLD0xi5QT6XnWC1zw,
u-X5whw8WcB8dVZGZ5vGnSLg,Tandoori|soup
u-X6wbOm865HPjS94-yMXT9Q,Tikka Masala Chicken|chicken curry|rice
u-X8RMnt2TNdJYGyqFj5dLBw,
u-X9sQEge15Ud_UyEoIk-l3A,
u-XCRZlj1aTmH0JoFJSZ0GSg,Biryani|Fry Biryani|chicken lollipop
u-XEqApY2jtSPdGptPsJHumg,naan
u-XFoGm5ayOBBJqqSuiRuiFw,Sauce|rice|curry
u-XFqBvP9fSxt4QxsONU8aCA,
u-XI1Fu6Azbd8rjOiISQd8CQ,Garlic Naan|Basmati rice|Lam Vindaloo|rice
u-XIkPvspzRAoEp7McGt9rdw,butter chicken
u-XKFAg7zBFtsRyU_5OVEjWg,Dosa|naan
u-XLMpKbIsNOH1DcQN4knRjQ,
u-XMzGoWjs1-O3747rKLDdDg,
u-XNbrAATnVNAg1eTjMjn-pA,Samosa|pastry|samosa
u-XOpLAPBPAKeO1eiwJ9Qq2Q,
u-XQEWusYp6BFTaQOgWsJD-Q,
u-XQTLUpBl1n0yA5qFRSSfhg,
u-XQenzPvbCsaceKqc5HjfZA,
u-XU4Lv1YHEY9tVTD9c8gttA,
u-XVTqV_zHUWC6BOfOsq3nRg,mimosa
u-XW64UVltaNAF_zxqKDEt4A,
u-XXHMv22aIQBGeLIWJoe8CQ,Palak
u-XXVEuojRkBY-ffo97XSy8Q,yogurt|curry
u-XYaC_vhAKpbwjasMk2yyjQ,biryani
u-XaswS16n9Ap9ZWjVgaYgRg,dinner
u-XbRADwMM1RvpTm0zkAiDNw,Chutney
u-XbS_3mHVvzlOJJWAGtx1tQ,
u-Xd-3racucNVUv1_SVxfvgQ,
u-XgmEAWKBxlQ3vetV5ZXeow,vegetables|Vegetables Jalfrezi
u-Xhs9bMpIVrc0Z2N9s3B8jw,
u-XkCwqx1moKGJFYNozHLUiw,shrimp
u-XlJlUXOW96CYDphHojR3pw,
u-XmAjt20HjQD8_CuV0eE4YA,Idli Vada
u-Xmf0hrZ1S4zBcQ7GmidJ2Q,sauce|rice
u-XmsYOTZIpq-ZLyNnGtgjgw,goat|naan
u-XodxGtxpzZbRjFhCUZx9Aw,
u-XqfFXg1Lz6C4x8CgNexWkA,Paneer pieces|Dosa|chutney
u-XqjeXUZ1BXzxl1HqLABX1w,cheese|naan
u-XrhdADVwLU3Wg-aUBbjk0w,
u-XsoGLV1eNaSWxH03QqknnQ,butter naan|Tandoori Grill|naan|Beef Samosa
u-XtuAZkMA5eRF35tMRtAK4Q,paan|tomato chutney|paper dosa|potato curry
u-Xwnf20FKuikiHcSpcEbpKQ,
u-Xx1JKB3Zf8XKA2O6-qsjVA,
u-Xx54oACO47neDL0vVMNNIQ,biryani|Cashew chicken
u-Xxvz5g67eaCr3emnkY5M6w,mango chutney|rice|Naan bread
u-Xz3SjQ_AsLSqTqd1ijWrJg,
u-XzTkP0BJfEGwXpBssyrb6A,Paneer dish|chicken biryani
u-XzjwALtc1m298JddEyiZWQ,
u-Y-sW-k-vT3jXCfYoOZLt5w,
u-Y1N7LPhi3xAq3UBLKWpWNQ,
u-Y46zWMAD37L2XhzuzDgwkg,
u-Y5jM9E19wy_x-Pxvs_eFhw,tandoori fish
u-Y6ORRvlywg5fV7FSgUM5BA,
u-Y7UHVWCy6eUqhZ3Q7wY4pg,
u-YA8a8GgpdpBANRHmzbbaXQ,
u-YAkJWXEGlMOmO3UF0ZccJA,
u-YAqYMJX38OXU1WheFrwcGg,chai
u-YBT3EKUNN4IP8m4x7sGu1g,
u-YCdNTtZEhQwmCbUk4skNlg,
u-YEDnTf7d6RyXKEHDGqi9tg,parathas|butter chicken
u-YEh-PiExa0E3p71Nn56umQ,
u-YFHrehv9nlluLMmn7eUUqw,gobi|Bullet Naan
u-YFViCGKGbg-ZclBicvyfsg,
u-YGyJqvgwOkO8pZRllVIXgA,
u-YHcbi08t83vIvP5NctGhHw,
u-YLNNAvr5sMhtMSoZm1nqMg,
u-YLyFQ9VVBoqqPIiUeDvVZw,dinner|Chai|rice|curry dish|naan
u-YMukWT5iKil779e0pV15QA,tikka masala|chicken dopiaza|dinner
u-YOLk78RbaTZB4--JfEOVhQ,
u-YOOxRK3TDBJMOcxS3qNQ7w,
u-YPUD0e4ZVCxf6mp98h3hWA,
u-YPglLG7FfeQfQDXLl79kZg,
u-YSF-1r2QeTCQgovcF-P8QA,
u-YSOTtyUGf9b7aAzEyXio-Q,
u-YUz1FRgWHeW2AgLCU2PDkw,Mantra Masala
u-YXB5TW8nhk3HtrVQx1ltyQ,
u-YYJyRguDNjEYWzozCSNnFQ,biryani rice
u-Y_8vdnXKwjfj2YH09vXSGA,
u-Yae76vQiZ6kNOUxwF3VAuA,
u-YfHqK8FFv4tnKlLffvdYdw,
u-YgYlEhHXIa1O5NAy6SNS_g,Soma Grill
u-Yg_hWDDsGQ9vBoKEKdvrUA,curry
u-YixeCHCwKdBTDCMnD_LlRQ,sweets
u-YjS4Ab5aGnGZ8xhuAJi37w,
u-Yk3G57N4a3-k8edIKESrrA,beef tikka wrap|skewer
u-YkBaano32ehwZj0jAy_aOA,Chicken tikka masala|garlic naan
u-Yl7OYdHuYmr7K-IW9_ayng,naan
u-YlQDJExT8gHHcXMiv9geQw,
u-YnG16Ji4PdhsPQNrFtbixQ,
u-YncEuCsDXYH2mZRWcwkY2Q,
u-YpVvSMuQWQiRCHbbUjFzag,Chutney
u-YqMpcRUA0OMw1WNLDGoj-A,salad
u-Yr3mDCouXKoIbDlHVd9HEQ,curry|rice
u-YrmdXrtMDK2Y9DDtgOpYhw,coffee|cookies
u-YsTFQ_cJOTM0QALXuNF_BQ,
u-YscjZezxLirEjK_bK82uAw,Chana Bhatura|masala dosa|sambar
u-YtbE0S6-A6ls12cLhqueyw,
u-YuLT6PyL0wHDrArOPxdd7Q,
u-YuYhr9rAxJzEE2-4JxxTQQ,Naan
u-YvQEbFJx93Bt-Pai7SRn9A,
u-YvzPq836pb0tuQUi6vyRFQ,Sauce|rice
u-YwIVKq6_Wqi2V4xvyEWPEQ,gobi|saffron
u-YwaKGmRNnSa3R3N4Hf9jLw,dinner|Mantra Masala|spinach
u-Ywq-0nNsdR7byGWgfi4XxQ,Basmati Rice
u-YxRNOrZf2kVybZenwRdBKQ,
u-YxnbFcpQTZ0FxsAjk1GoQA,
u-YyAd1zsFxX7ySn4y7qZ8yg,
u-Yz77uNLKFzS9rlQYOgbQSg,Mixed Grill|Naan
u-Z09rco1enQXNCd9H0u7kvg,bread|biryani rice
u-Z1Ce1N6F7vw9pKnsv8MtRA,rice
u-Z2dm8tS48n2jM8adDiLwiA,
u-Z3Z4Gb8Z8Ecm9fNQMg3wAg,
u-Z7FpUY7YW5LFP1OYws358A,
u-Z88bPsKvyGSuXddNT06Ujg,
u-Z9a1tDT8fVI75qXYwNhPpw,Garlic Naan
u-ZDAjNnzMh_k_NPxYA0AwiQ,
u-ZEA8vnoxMa016XzoDMyEDQ,
u-ZFX3YV3kZErwcyW3QJ2jIA,chicken|chicken pakora
u-ZFxfMReOr2SFvSSRmGZ7Gw,
u-ZHRyYn4SbTsR7On7P-08bA,
u-ZKgw-JJ8ZLKzDe5N1sNccw,aloo gobhi|lassis
u-ZNBp1MSOBsAzKAmuWqdtHA,Mango Lassi Drink
u-ZNv8sAYX-1V2jEv2luBRAA,
u-ZPz3QcLM9cBmS7znlLEb3Q,
u-ZU3DTlMu2kQYo9s9PRMsfQ,Sauce
u-ZXMgWo8BNWRS0qWchlfdNg,
u-ZZimZSy0xo1orxXlqWPtIg,Mantra Masala
u-ZZoCpRavbM0PdbBesuBoqQ,
u-ZbU40C9od3CA2CANZJ-LQg,Amber
u-Ze4LuyVL_N-qPvqJJQSKEg,
u-ZfKr-r9PXwROFlefzw_zzg,soup
u-Zgy8qybNJfjWOI7mBI08Vg,
u-Zh4W17n9Mk1IFBQ1oChtiQ,
u-Zj-mjHHSliTJqv9a3WiXIg,
u-ZjIlRvHIPdPqJ4ewOMoMoQ,
u-Zk3M1A5mygVU3gupXrOcVg,
u-ZkVCUJM8pEE7TQ1tVU-3Bg,
u-ZoaGfcb5U1RCZhBXpHYJBg,
u-ZouGEn8tmlDBSZv2_4UKOA,Chicken Biryani|Lamb Pieces
u-Zpk_NpxZ767LP3Zlw87y9w,Sauce|chicken|lassi
u-ZqQ2S3PzdmkWHQe46iOJfQ,Biryani
u-ZrKS7shqchdlPDBadbmm-w,saffron sauce
u-ZsUSGU1-L1ImomLZjXxxTg,Aloo Tikki|Barah Kebab|Ras Malai
u-ZsisQjLoliFocSnktH3lsw,Biryani
u-ZuWAof5l6yKeft-F1QCWSQ,
u-ZvmC522FAwxt8qT1jxqliw,Soma Grill|Madras
u-ZylX_y6I3qyp0d1y1sWIOg,goat
u-ZzA0SBWKSRJA8y5tlszrjQ,chicken tikkas|Tikka masala|fish
u-ZzYTzTlAQWtUxEZ5FQlMHw,biryani
u-ZzYg2hA4SdhrBWyVs-yPCw,vegetables|beer|Fried Rice
u-_-dxjQHV1ubJ2CIvmQrHSg,
u-_0imCCE2cmQ2aiD6nudNdQ,Chicken Wrap
u-_0lqX3m25K6qEkbLlY4DLQ,
u-_1SKSmLqpHBqWh09DxQMfw,Paneer Makhani
u-_2w5OFh59pDWHPtQxwDuDw,
u-_3nFa_jlxuOSEGDvqPLt1g,Samosa
