sub_ent,subject,relation,obj_ent,object
Rice,Rice,IS,Superb,Superb
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Vegetables,Vegetables
Seema,u-2AAIpyvPPCeQMi1_FKjNXw,ORDER,Vegetables,Vegetables
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Rice,Rice
Seema,u-2AAIpyvPPCeQMi1_FKjNXw,ORDER,Rice,Rice
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Tofu,Tofu
Mushy,Mushy,MENU_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Tofu,Tofu,IS,Mushy,Mushy
Good,Good,MENU_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Vegetables,Vegetables,IS,Good,Good
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Soup,Soup
Mehvish,u-r8ifFR-vEmD-h9LdrR22Uw,ORDER,Soup,Soup
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Chicken,Chicken
Mehvish,u-r8ifFR-vEmD-h9LdrR22Uw,ORDER,Chicken,Chicken
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Chicken,Chicken
Jenn,u-wFc88erJk878O6SqJ1veAg,ORDER,Chicken,Chicken
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Shrimp Pakora,Shrimp_Pakora
Amazing,Amazing,MENU_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Shrimp Pakora,Shrimp_Pakora,IS,Amazing,Amazing
,u-1zhTy4Uy6Qv-fqHPSjMrnw,EAT,,Hakka
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_ASPECT,Price,Price
Cheap,Cheap,ASPECT_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Price,Price,IS,Cheap,Cheap
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_ASPECT,Service,Service
Bad,Bad,ASPECT_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Service,Service,IS,Bad,Bad
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_ASPECT,Price,Price
Great,Great,ASPECT_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Price,Price,IS,Great,Great
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_ASPECT,Food,Food
Phenomenal,Phenomenal,ASPECT_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Food,Food,IS,Phenomenal,Phenomenal
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Chilli Fish,Chilli_Fish
Eily,u-HhshgpOwUGDk0_yI-Sa42w,ORDER,Chilli Fish,Chilli_Fish
Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Fish,Fish
Hot,Hot,MENU_ATTR_FOR,Bao-Shin To Go,b-AZKhBlrI5vgTBm3j9WwnbA
Fish,Fish,IS,Hot,Hot
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Food,Food,IS,Great,Great
,u-rA-n7yL_lKxJPiLF1XviEw,HAS,,Taste
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Food Quality,Food_Quality
Important,Important,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Food Quality,Food_Quality,IS,Important,Important
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Korma,Korma
Overbearing,Overbearing,MENU_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Korma,Korma,IS,Overbearing,Overbearing
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Food,Food
Fantastic,Fantastic,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Food,Food,IS,Fantastic,Fantastic
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Service,Service,IS,Good,Good
,u-TcGVCE1yxQtadh8I1oTuHg,VISIT,,Calgary
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Food,Food,IS,Good,Good
,u-BAQTix1egll0AgJGT-hVDw,RECOMMEND,,b-gsc1j3RZQdScBnULSwaV9A
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Curry,Curry
Rhiannon,u-BAQTix1egll0AgJGT-hVDw,ORDER,Curry,Curry
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Food,Food,IS,Good,Good
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Staff,Staff,IS,Friendly,Friendly
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Butter Chicken,Butter_Chicken
Kal,u-gr-fEOL5xQj7Rt42hBbxDg,ORDER,Butter Chicken,Butter_Chicken
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Staff,Staff,IS,Friendly,Friendly
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Samosa,Samosa
Tasty,Tasty,MENU_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Samosa,Samosa,IS,Tasty,Tasty
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Pakora,Pakora
Amazing,Amazing,MENU_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Pakora,Pakora,IS,Amazing,Amazing
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Daal Makhaani,Daal_Makhaani
Good,Good,MENU_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Daal Makhaani,Daal_Makhaani,IS,Good,Good
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Food,Food,IS,Good,Good
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Naan,Naan
Cori,u-5dBKAgQE7F7CF-N6qRDkEQ,ORDER,Naan,Naan
Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Price,Price
Bad,Bad,ASPECT_ATTR_FOR,Saffron Fine Indian Takeout,b-gsc1j3RZQdScBnULSwaV9A
Price,Price,IS,Bad,Bad
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Tandoori Chicken,Tandoori_Chicken
Dry,Dry,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Tandoori Chicken,Tandoori_Chicken,IS,Dry,Dry
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Staff,Staff,IS,Friendly,Friendly
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Chicken,Chicken
Tender,Tender,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Chicken,Chicken,IS,Tender,Tender
,u-QsdgVWYEpCCnzoYhlxxewg,GOT,,Food
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Chicken Samosa,Chicken_Samosa
Darren,u-QsdgVWYEpCCnzoYhlxxewg,ORDER,Chicken Samosa,Chicken_Samosa
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Food,Food
Bland,Bland,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Food,Food,IS,Bland,Bland
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Staff,Staff
Attentive,Attentive,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Staff,Staff,IS,Attentive,Attentive
,u-aTOk-koYtBngLFgrSwAo_A,ASKED,,Staff
,Staff,MATCHED,,Wine
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Staff,Staff,IS,Friendly,Friendly
Happy,Happy,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Staff,Staff,IS,Happy,Happy
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Food,Food
Fresh,Fresh,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Food,Food,IS,Fresh,Fresh
,u-9Ps53-JoheeX9pFbRpahRg,WANTED,,Food
,u-9Ps53-JoheeX9pFbRpahRg,CALLED,,Paul
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Naan Bread,Naan_Bread
Awesome,Awesome,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Naan Bread,Naan_Bread,IS,Awesome,Awesome
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Food,Food,IS,Great,Great
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Samosa,Samosa
Awesome,Awesome,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Samosa,Samosa,IS,Awesome,Awesome
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Biryani,Biryani
Amazing,Amazing,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Biryani,Biryani,IS,Amazing,Amazing
,Food,LACKS,,Taste
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Service,Service,IS,Slow,Slow
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Service,Service
Fantastic,Fantastic,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Service,Service,IS,Fantastic,Fantastic
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Food,Food,IS,Delicious,Delicious
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Butter Chicken,Butter_Chicken
Delicious,Delicious,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Butter Chicken,Butter_Chicken,IS,Delicious,Delicious
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Chicken Vindaloo,Chicken_Vindaloo
Good,Good,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Chicken Vindaloo,Chicken_Vindaloo,IS,Good,Good
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Chicken Tikka,Chicken_Tikka
Dry,Dry,MENU_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Chicken Tikka,Chicken_Tikka,IS,Dry,Dry
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Service,Service
Friendly,Friendly,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Service,Service,IS,Friendly,Friendly
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Food,Food,IS,Good,Good
Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Service,Service
Terrible,Terrible,ASPECT_ATTR_FOR,Taj Indian Cuisine & Banquet Hall,b-dg4EMyM1feTEWfLPSbunrg
Service,Service,IS,Terrible,Terrible
,u-1fi2i7dJcYVJergYLNHzzw,ORDERED,,Menu
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Idli Vada,Idli_Vada
Outstanding,Outstanding,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Idli Vada,Idli_Vada,IS,Outstanding,Outstanding
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Wine,Wine
Alex,u-IMY8Lp_k7vOe0J5pV_y1qQ,ORDER,Wine,Wine
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Staff,Staff
Attentive,Attentive,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Staff,Staff,IS,Attentive,Attentive
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Service,Service
Prompt,Prompt,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Service,Service,IS,Prompt,Prompt
,u-ps3T5nr0ZTNKmMijQ50RRw,ORDERED,,Food
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Masala Dosa,Masala_Dosa
Food,u-PdzcY76MeM6eYlxoiUOjRw,ORDER,Masala Dosa,Masala_Dosa
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chutney,Chutney
Stale,Stale,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Chutney,Chutney,IS,Stale,Stale
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Curry,Curry
Esther,u-kS0J0v7cAKUmgfYIxPZEpw,ORDER,Curry,Curry
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chicken,Chicken
Esther,u-kS0J0v7cAKUmgfYIxPZEpw,ORDER,Chicken,Chicken
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chicken Curry,Chicken_Curry
Esther,u-kS0J0v7cAKUmgfYIxPZEpw,ORDER,Chicken Curry,Chicken_Curry
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Delicious,Delicious
Free,Free,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Chicken Curry,Chicken_Curry,IS,Free,Free
Great,Great,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Great,Great
,u-nYd2iyETcfA5-zN6vri1DA,HAS,,Menu
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Hyderabadi Chicken Dum Biryani,Hyderabadi_Chicken_Dum_Biryani
Ami,u-C__1BHWTGBNA5s2ZPH289g,ORDER,Hyderabadi Chicken Dum Biryani,Hyderabadi_Chicken_Dum_Biryani
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Bread,Bread
Ami,u-C__1BHWTGBNA5s2ZPH289g,ORDER,Bread,Bread
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Rice,Rice
Lovely,Lovely,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Rice,Rice,IS,Lovely,Lovely
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chicken,Chicken
Tender,Tender,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Chicken,Chicken,IS,Tender,Tender
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Awesome,Awesome,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Awesome,Awesome
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Bread,Bread
Authentic,Authentic,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Bread,Bread,IS,Authentic,Authentic
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Fresh,Fresh,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Fresh,Fresh
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Delicious,Delicious
,u-s18BkP3LCErPn_C9iV23dQ,EAT,,Indian Cuisine
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Outstanding,Outstanding,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Outstanding,Outstanding
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Cottage Cheese,Cottage_Cheese
Delicate,Delicate,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Cottage Cheese,Cottage_Cheese,IS,Delicate,Delicate
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food Quality,Food_Quality
Incredible,Incredible,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food Quality,Food_Quality,IS,Incredible,Incredible
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Curry,Curry
L,u-225bmqlNWVUEuytJAQnysw,ORDER,Curry,Curry
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Worth,Worth,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Worth,Worth
Delicious,Delicious,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Curry,Curry,IS,Delicious,Delicious
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Staff,Staff
Nice,Nice,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Staff,Staff,IS,Nice,Nice
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Delicious,Delicious
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Mediocre,Mediocre,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Mediocre,Mediocre
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Dessert,Dessert
Haliee,u-1e3LfvxJEcFU_cRmllYeFA,ORDER,Dessert,Dessert
,u-1e3LfvxJEcFU_cRmllYeFA,DISAPPOINTED_WITH,,Service
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Great,Great
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Vindaloo,Vindaloo
Craig,u-SDsVaBzPJr8fdY4-m5bjdw,ORDER,Vindaloo,Vindaloo
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Staff,Staff,IS,Friendly,Friendly
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Egg Dosa,Egg_Dosa
Tenny,u-mhrMIkK4Ag8RaNiqHf0mFQ,ORDER,Egg Dosa,Egg_Dosa
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Service,Service,IS,Slow,Slow
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Dinner,Dinner
Corey,u-JUT0U3HTSB3kz9Wh7N0GqA,ORDER,Dinner,Dinner
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Garlic Naan,Garlic_Naan
Tough,Tough,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Garlic Naan,Garlic_Naan,IS,Tough,Tough
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Naan,Naan
Incredible,Incredible,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Naan,Naan,IS,Incredible,Incredible
,u-YnG16Ji4PdhsPQNrFtbixQ,GO_TO,,b-W_9ophRRWO924hn1S-y2Hg
,u-TpRHPFzZcp6XqZ7rysKbUA,GIVE,,b-W_9ophRRWO924hn1S-y2Hg
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chutney,Chutney
Charlotte,u-TpRHPFzZcp6XqZ7rysKbUA,ORDER,Chutney,Chutney
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Good,Good
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Vada,Vada
,b-W_9ophRRWO924hn1S-y2Hg,HAS,,Madurai
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Sambhar,Sambhar
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Service,Service
Good,Good,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Sambhar,Sambhar,IS,Good,Good
Decent,Decent,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Service,Service,IS,Decent,Decent
,u-TzqcDG9oJLdXQuAZA9e0yA,USED,,b-W_9ophRRWO924hn1S-y2Hg
,u-TzqcDG9oJLdXQuAZA9e0yA,PICKED,,Food
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Good,Good
,u-9zxjFa2ZrWngq_nnGlRAig,COMMENT_ABOUT,,Food
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Food,Food,IS,Great,Great
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chaat,Chaat
Cold,Cold,MENU_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Chaat,Chaat,IS,Cold,Cold
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg
Service,Service,IS,Good,Good
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chicken Chettinad,Chicken_Chettinad
Binit,u-AtErjfpYekcKohqnmdGjlA,ORDER,Chicken Chettinad,Chicken_Chettinad
Minerva Indian Cuisine,b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Dum Biryani,Dum_Biryani
Dum Biryani,Dum_Biryani,HAS,,Menu
,Taste,DIPPED_IN,,Tamarind_Sauce
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Taste,Taste
,u-1LQpbQFOp0xEaWKO-0CIbQ,HAS,,Food
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Customer Service,Customer_Service
Deplorable,Deplorable,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Customer Service,Customer_Service,IS,Deplorable,Deplorable
