subject,relation,object
u-yyEnnbYtl8caFy-r04qGJw,VISIT{count:1},b-OZwMMnRncrp7_uC-N3vV1Q
u-yyEnnbYtl8caFy-r04qGJw,RATE{star:1.0},b-OZwMMnRncrp7_uC-N3vV1Q
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-GGxKT32G57Xw_EGjPofpWQ
u-XCRZlj1aTmH0JoFJSZ0GSg,WRITE_REVIEW{date:2019-11-24 15:40:01},r-GGxKT32G57Xw_EGjPofpWQ
u-XCRZlj1aTmH0JoFJSZ0GSg,VISIT{count:2},b-OZwMMnRncrp7_uC-N3vV1Q
u-XCRZlj1aTmH0JoFJSZ0GSg,RATE{star:5.0},b-OZwMMnRncrp7_uC-N3vV1Q
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-kbmI79pmcyKuR97PThvDBw
u-XCRZlj1aTmH0JoFJSZ0GSg,WRITE_REVIEW{date:2019-07-31 04:06:19},r-kbmI79pmcyKuR97PThvDBw
u-XCRZlj1aTmH0JoFJSZ0GSg,VISIT{count:2},b-OZwMMnRncrp7_uC-N3vV1Q
u-XCRZlj1aTmH0JoFJSZ0GSg,RATE{star:5.0},b-OZwMMnRncrp7_uC-N3vV1Q
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-eqD4pVTbr8dgczY3grSaLg
u-tMQjVohMPlO2AkSHTtwtNA,WRITE_REVIEW{date:2019-08-21 18:07:45},r-eqD4pVTbr8dgczY3grSaLg
u-tMQjVohMPlO2AkSHTtwtNA,VISIT{count:1},b-OZwMMnRncrp7_uC-N3vV1Q
u-tMQjVohMPlO2AkSHTtwtNA,RATE{star:5.0},b-OZwMMnRncrp7_uC-N3vV1Q
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-JYSa7RNfko0yhOydriTffw
u-4UbD7IYobTn01fbL6GHB-Q,WRITE_REVIEW{date:2019-12-11 00:20:41},r-JYSa7RNfko0yhOydriTffw
u-4UbD7IYobTn01fbL6GHB-Q,VISIT{count:1},b-OZwMMnRncrp7_uC-N3vV1Q
u-4UbD7IYobTn01fbL6GHB-Q,RATE{star:1.0},b-OZwMMnRncrp7_uC-N3vV1Q
b-OZwMMnRncrp7_uC-N3vV1Q,LOCATED_IN,Madison-United_States
Madison-United_States,LOCATED_IN,United_States
b-YywWkWX235ZurTWSLqNPog,HAS_CATEGORY,Indian
b-YywWkWX235ZurTWSLqNPog,HAS_CATEGORY,Vegetarian
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-XZoTPWjVhXeuSuyy8q9TGg
u-3kWltF8RUs05nzFp4nEwEg,WRITE_REVIEW{date:2017-10-11 03:56:51},r-XZoTPWjVhXeuSuyy8q9TGg
u-3kWltF8RUs05nzFp4nEwEg,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-3kWltF8RUs05nzFp4nEwEg,RATE{star:5.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-uHQtEq3EJ9frPHDH8njp9A
u-XXVEuojRkBY-ffo97XSy8Q,WRITE_REVIEW{date:2018-04-30 05:44:55},r-uHQtEq3EJ9frPHDH8njp9A
u-XXVEuojRkBY-ffo97XSy8Q,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-XXVEuojRkBY-ffo97XSy8Q,RATE{star:5.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-yv6orHHXz3bIYH4XsSrNsA
u-cjPbEegTIS5VrIYg0sDlBQ,WRITE_REVIEW{date:2017-10-11 22:13:18},r-yv6orHHXz3bIYH4XsSrNsA
u-cjPbEegTIS5VrIYg0sDlBQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-cjPbEegTIS5VrIYg0sDlBQ,RATE{star:2.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-sdGD8944Rw73AcMl8bdSvA
u--SRDTWwdGca9OKdYxA6XDg,WRITE_REVIEW{date:2016-02-01 19:49:23},r-sdGD8944Rw73AcMl8bdSvA
u--SRDTWwdGca9OKdYxA6XDg,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u--SRDTWwdGca9OKdYxA6XDg,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-sQ0yd_QDBNvcK0w4ATBGaw
u-ia4zPwafRCP53vDbrTpnkg,WRITE_REVIEW{date:2012-03-09 02:35:35},r-sQ0yd_QDBNvcK0w4ATBGaw
u-ia4zPwafRCP53vDbrTpnkg,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-ia4zPwafRCP53vDbrTpnkg,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-5kFwRijQNVKqEBScBgViWg
u-Y5jM9E19wy_x-Pxvs_eFhw,WRITE_REVIEW{date:2017-07-22 15:06:55},r-5kFwRijQNVKqEBScBgViWg
u-Y5jM9E19wy_x-Pxvs_eFhw,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-Y5jM9E19wy_x-Pxvs_eFhw,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-w9RT7edK0gPKUsT6jZkpnA
u-eSAE6NS-wEbOtSh8SFP6lQ,WRITE_REVIEW{date:2016-05-10 17:40:56},r-w9RT7edK0gPKUsT6jZkpnA
u-eSAE6NS-wEbOtSh8SFP6lQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-eSAE6NS-wEbOtSh8SFP6lQ,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-7xp9IujF2pqKlCvozPHbSw
u-i-gDfcrFLVhrNhBCUAhFpg,WRITE_REVIEW{date:2017-05-30 08:48:27},r-7xp9IujF2pqKlCvozPHbSw
u-i-gDfcrFLVhrNhBCUAhFpg,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-i-gDfcrFLVhrNhBCUAhFpg,RATE{star:2.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-8GszvEekvYCxBuXF0DJ0Mg
u-5gTr-5JwKk_rS3U8jsmm7g,WRITE_REVIEW{date:2013-09-11 13:48:20},r-8GszvEekvYCxBuXF0DJ0Mg
u-5gTr-5JwKk_rS3U8jsmm7g,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-5gTr-5JwKk_rS3U8jsmm7g,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-E5fMpJbqvIjh4MTtQyNpPA
u-5xhFsVr7fCalAxFQqtOeuQ,WRITE_REVIEW{date:2015-08-01 01:28:24},r-E5fMpJbqvIjh4MTtQyNpPA
u-5xhFsVr7fCalAxFQqtOeuQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-5xhFsVr7fCalAxFQqtOeuQ,RATE{star:5.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-OoP1OekvV0lhF9QgTn9bIA
u-xyHU7n4HtQ9ImkK2GpkE_g,WRITE_REVIEW{date:2014-10-20 01:19:46},r-OoP1OekvV0lhF9QgTn9bIA
u-xyHU7n4HtQ9ImkK2GpkE_g,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-xyHU7n4HtQ9ImkK2GpkE_g,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-oaEKD82bG2LEBCjyRp4DRw
u-1MHf-vXBXV2BoqUPSmzjAg,WRITE_REVIEW{date:2016-08-15 23:11:06},r-oaEKD82bG2LEBCjyRp4DRw
u-1MHf-vXBXV2BoqUPSmzjAg,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-1MHf-vXBXV2BoqUPSmzjAg,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-LbkcYtVwjkC7rcSGfjXdCQ
u-2puNEs4P-Scvsqvgi1HLyg,WRITE_REVIEW{date:2017-11-12 03:18:10},r-LbkcYtVwjkC7rcSGfjXdCQ
u-2puNEs4P-Scvsqvgi1HLyg,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-2puNEs4P-Scvsqvgi1HLyg,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-PVf5KhBXbcL_mZ5uiB4XaQ
u-X3LnqWpIFCDWlk6uyYXldw,WRITE_REVIEW{date:2017-11-24 22:32:51},r-PVf5KhBXbcL_mZ5uiB4XaQ
u-X3LnqWpIFCDWlk6uyYXldw,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-X3LnqWpIFCDWlk6uyYXldw,RATE{star:5.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-TXIV-EiPD_tzp94f8EHEPQ
u-o_egMf0KdocL01Tp3f3N7w,WRITE_REVIEW{date:2015-09-18 03:11:05},r-TXIV-EiPD_tzp94f8EHEPQ
u-o_egMf0KdocL01Tp3f3N7w,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-o_egMf0KdocL01Tp3f3N7w,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-4fiaKrhRNyRual5i8X5VUQ
u-Ewzycs8MTQN6G9MRE9ZzNQ,WRITE_REVIEW{date:2017-06-23 22:10:29},r-4fiaKrhRNyRual5i8X5VUQ
u-Ewzycs8MTQN6G9MRE9ZzNQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-Ewzycs8MTQN6G9MRE9ZzNQ,RATE{star:5.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-OUDnu-Oge2Im9RrG0DaHig
u-JFV3I5i3Bcoww7mAhRRIPA,WRITE_REVIEW{date:2015-11-02 18:33:49},r-OUDnu-Oge2Im9RrG0DaHig
u-JFV3I5i3Bcoww7mAhRRIPA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-JFV3I5i3Bcoww7mAhRRIPA,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-P997J_Wdmk1E6uwQFyDCSg
u-J56C7Dc9E7Q0mpMTJGW6Qw,WRITE_REVIEW{date:2011-10-27 03:46:18},r-P997J_Wdmk1E6uwQFyDCSg
u-J56C7Dc9E7Q0mpMTJGW6Qw,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-J56C7Dc9E7Q0mpMTJGW6Qw,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-or-wPOxTcm4S_BuH4_EGrQ
u-idKkqBLI8MpwgTHm71t0PQ,WRITE_REVIEW{date:2013-07-08 01:06:50},r-or-wPOxTcm4S_BuH4_EGrQ
u-idKkqBLI8MpwgTHm71t0PQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-idKkqBLI8MpwgTHm71t0PQ,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-IXh01dgi5-YKG-wkWHUtEA
u-Y6ORRvlywg5fV7FSgUM5BA,WRITE_REVIEW{date:2012-07-07 13:18:43},r-IXh01dgi5-YKG-wkWHUtEA
u-Y6ORRvlywg5fV7FSgUM5BA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-Y6ORRvlywg5fV7FSgUM5BA,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-2LeudTQWFH6ny6-ddi0N1A
u-4lrSIOsPbTQzLhILYvs9UQ,WRITE_REVIEW{date:2018-06-16 00:21:58},r-2LeudTQWFH6ny6-ddi0N1A
u-4lrSIOsPbTQzLhILYvs9UQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-4lrSIOsPbTQzLhILYvs9UQ,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-SaRLkv5d71hGwzGUYuX7mg
u-lQyBO-8kcXqGbw7rhYVBWw,WRITE_REVIEW{date:2014-11-18 23:44:52},r-SaRLkv5d71hGwzGUYuX7mg
u-lQyBO-8kcXqGbw7rhYVBWw,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-lQyBO-8kcXqGbw7rhYVBWw,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-jeRw3JbJcFQioZj_QGW3Wg
u-XNbrAATnVNAg1eTjMjn-pA,WRITE_REVIEW{date:2016-10-25 17:49:28},r-jeRw3JbJcFQioZj_QGW3Wg
u-XNbrAATnVNAg1eTjMjn-pA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-XNbrAATnVNAg1eTjMjn-pA,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-Pu6ZS4npIEjvCb6XYUeA-w
u-dx2ix1YxITAXjOen0GigPA,WRITE_REVIEW{date:2018-09-24 00:39:28},r-Pu6ZS4npIEjvCb6XYUeA-w
u-dx2ix1YxITAXjOen0GigPA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-dx2ix1YxITAXjOen0GigPA,RATE{star:2.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-M9znn1oB2p5AWFzuM7dPfw
u-xA1Ak4QJ_WE_8Nadpi8IhA,WRITE_REVIEW{date:2017-06-05 19:21:47},r-M9znn1oB2p5AWFzuM7dPfw
u-xA1Ak4QJ_WE_8Nadpi8IhA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-xA1Ak4QJ_WE_8Nadpi8IhA,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-t2T_aEzQTYJb3-SzgjsCNQ
u-2eFPk8sQz6xy8i2cdCrQfg,WRITE_REVIEW{date:2018-11-02 04:28:05},r-t2T_aEzQTYJb3-SzgjsCNQ
u-2eFPk8sQz6xy8i2cdCrQfg,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-2eFPk8sQz6xy8i2cdCrQfg,RATE{star:5.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-Yp94erUqSvJDHuZqprVvbQ
u-RPcBmhpxmvt4x6UinQbmFA,WRITE_REVIEW{date:2018-11-27 14:23:49},r-Yp94erUqSvJDHuZqprVvbQ
u-RPcBmhpxmvt4x6UinQbmFA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-RPcBmhpxmvt4x6UinQbmFA,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-CVOdI7Kn6Ul8aGafn8EO_A
u-R8RCv81QBJZfaHDLxdHOlw,WRITE_REVIEW{date:2017-11-29 02:38:48},r-CVOdI7Kn6Ul8aGafn8EO_A
u-R8RCv81QBJZfaHDLxdHOlw,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-R8RCv81QBJZfaHDLxdHOlw,RATE{star:5.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-RtLim1Sg_H5_hccqEsWRyw
u-qZNsSGiQjckMJ0-P6nTZUw,WRITE_REVIEW{date:2014-12-26 01:33:19},r-RtLim1Sg_H5_hccqEsWRyw
u-qZNsSGiQjckMJ0-P6nTZUw,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-qZNsSGiQjckMJ0-P6nTZUw,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-EG0f6Rtk10VNE2Mp8fdVCA
u-HEK5DElxXE8D9GC8d68eJA,WRITE_REVIEW{date:2018-07-04 18:03:07},r-EG0f6Rtk10VNE2Mp8fdVCA
u-HEK5DElxXE8D9GC8d68eJA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-HEK5DElxXE8D9GC8d68eJA,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-3rx5BcQrBOIxQecHlUE5uA
u-gRbkblNQoomLS7NjNwjcrQ,WRITE_REVIEW{date:2016-12-09 02:26:52},r-3rx5BcQrBOIxQecHlUE5uA
u-gRbkblNQoomLS7NjNwjcrQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-gRbkblNQoomLS7NjNwjcrQ,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-GnvrfCeXNE4vjgQGx8qRWg
u-CNSxXqTose2P5Lf_MMXfDw,WRITE_REVIEW{date:2019-09-01 02:35:54},r-GnvrfCeXNE4vjgQGx8qRWg
u-CNSxXqTose2P5Lf_MMXfDw,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-CNSxXqTose2P5Lf_MMXfDw,RATE{star:4.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-p9-9LwemCTZ0vjlSpC0fvQ
u-xX2d5O4VNdaoLh0tbY8J-w,WRITE_REVIEW{date:2019-11-24 07:09:06},r-p9-9LwemCTZ0vjlSpC0fvQ
u-xX2d5O4VNdaoLh0tbY8J-w,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-xX2d5O4VNdaoLh0tbY8J-w,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-PQBqi781iVgrggFV-x-aKg
u-Pawfx4OcRqHObTJ6rx9eiA,WRITE_REVIEW{date:2016-06-28 21:02:50},r-PQBqi781iVgrggFV-x-aKg
u-Pawfx4OcRqHObTJ6rx9eiA,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-Pawfx4OcRqHObTJ6rx9eiA,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-mFemYWCuoXgGPX33-4dovw
u-_mYPXgWtuM3oC4GnOqq94A,WRITE_REVIEW{date:2015-07-17 07:56:05},r-mFemYWCuoXgGPX33-4dovw
u-_mYPXgWtuM3oC4GnOqq94A,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-_mYPXgWtuM3oC4GnOqq94A,RATE{star:2.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-sOEfpBri-czYY0L4BYhZzg
u-nNjaWd2seeh5pbAj5GFbRQ,WRITE_REVIEW{date:2015-05-25 16:45:43},r-sOEfpBri-czYY0L4BYhZzg
u-nNjaWd2seeh5pbAj5GFbRQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-nNjaWd2seeh5pbAj5GFbRQ,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-bs1WcqmIzbvPZgn_nhHH4g
u-n3bXNZtYZOJjrag6LMLQCQ,WRITE_REVIEW{date:2015-05-19 12:02:44},r-bs1WcqmIzbvPZgn_nhHH4g
u-n3bXNZtYZOJjrag6LMLQCQ,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-n3bXNZtYZOJjrag6LMLQCQ,RATE{star:1.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-dkcgu0cstw04dC5Jva7RHw
u-_3nFa_jlxuOSEGDvqPLt1g,WRITE_REVIEW{date:2019-07-10 12:09:19},r-dkcgu0cstw04dC5Jva7RHw
u-_3nFa_jlxuOSEGDvqPLt1g,VISIT{count:1},b-YywWkWX235ZurTWSLqNPog
u-_3nFa_jlxuOSEGDvqPLt1g,RATE{star:3.0},b-YywWkWX235ZurTWSLqNPog
b-YywWkWX235ZurTWSLqNPog,LOCATED_IN,Brampton-Canada
Brampton-Canada,LOCATED_IN,Canada
b-BoiAZQB9AHRvazM055GFOw,HAS_CATEGORY,Indian
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r--Ff2CklHhhiKK_OciJlPrA
u-9I_bGtq4ArV_dg4crERv_Q,WRITE_REVIEW{date:2018-09-03 10:52:31},r--Ff2CklHhhiKK_OciJlPrA
u-9I_bGtq4ArV_dg4crERv_Q,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-9I_bGtq4ArV_dg4crERv_Q,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-ycEFgsVzgu3TONMG-OQXjw
u-jCCdn9lGjk7oB7nwApZkfQ,WRITE_REVIEW{date:2018-06-09 21:14:56},r-ycEFgsVzgu3TONMG-OQXjw
u-jCCdn9lGjk7oB7nwApZkfQ,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-jCCdn9lGjk7oB7nwApZkfQ,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-shLANbOKZPL7aH6YrxCstw
u-TLx7JSe6qWoXCZlgsc4ndw,WRITE_REVIEW{date:2018-07-10 03:12:32},r-shLANbOKZPL7aH6YrxCstw
u-TLx7JSe6qWoXCZlgsc4ndw,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-TLx7JSe6qWoXCZlgsc4ndw,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-G97BBHwv2grOVm88u6UDGw
u-__Ko_95kSNI00_6wKF5n1w,WRITE_REVIEW{date:2018-09-26 04:41:28},r-G97BBHwv2grOVm88u6UDGw
u-__Ko_95kSNI00_6wKF5n1w,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-__Ko_95kSNI00_6wKF5n1w,RATE{star:4.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-h7SK_Aigs4vekM4Zk9Sq5A
u-gakGAjGNldoDRpkujQV3aA,WRITE_REVIEW{date:2018-07-18 19:51:41},r-h7SK_Aigs4vekM4Zk9Sq5A
u-gakGAjGNldoDRpkujQV3aA,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-gakGAjGNldoDRpkujQV3aA,RATE{star:1.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-Etwg_oghjj2ySR09yk1OIA
u-EtuDTP64J840KMOKz_EmIg,WRITE_REVIEW{date:2018-08-25 06:16:06},r-Etwg_oghjj2ySR09yk1OIA
u-EtuDTP64J840KMOKz_EmIg,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-EtuDTP64J840KMOKz_EmIg,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-T1w6btg74adejBN3f8Qnzg
u-0E0RQR-F6n3vTMKN5N5otw,WRITE_REVIEW{date:2018-07-10 00:27:40},r-T1w6btg74adejBN3f8Qnzg
u-0E0RQR-F6n3vTMKN5N5otw,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-0E0RQR-F6n3vTMKN5N5otw,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-61lEFxiRx3hGzD2TSl8kiQ
u-86B_MbIwXck16ioc8c01VQ,WRITE_REVIEW{date:2018-08-05 23:26:40},r-61lEFxiRx3hGzD2TSl8kiQ
u-86B_MbIwXck16ioc8c01VQ,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-86B_MbIwXck16ioc8c01VQ,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-E-5KriM68nTibD7F3GFmeQ
u-6npV9UVmWD7stZg9W_Igww,WRITE_REVIEW{date:2018-06-13 05:20:51},r-E-5KriM68nTibD7F3GFmeQ
u-6npV9UVmWD7stZg9W_Igww,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-6npV9UVmWD7stZg9W_Igww,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-jU7OWCN2Nu9TLFAVVkd2Iw
u-K5BJUOt1cQBv5c_n19l_lQ,WRITE_REVIEW{date:2018-07-19 20:57:52},r-jU7OWCN2Nu9TLFAVVkd2Iw
u-K5BJUOt1cQBv5c_n19l_lQ,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-K5BJUOt1cQBv5c_n19l_lQ,RATE{star:2.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-y5i1bnvKW8PutGq_Q5n3Nw
u-_O6Q4ScLO4-FVieEzCibXA,WRITE_REVIEW{date:2018-06-29 02:58:53},r-y5i1bnvKW8PutGq_Q5n3Nw
u-_O6Q4ScLO4-FVieEzCibXA,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-_O6Q4ScLO4-FVieEzCibXA,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-yvAXsjzlATPtz48Bt1P-fQ
u-gA28fpJ1QBdGGYtETI9ajg,WRITE_REVIEW{date:2018-06-01 22:36:57},r-yvAXsjzlATPtz48Bt1P-fQ
u-gA28fpJ1QBdGGYtETI9ajg,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-gA28fpJ1QBdGGYtETI9ajg,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-aMqvEYQmnkmMqjaEC4K9kQ
u-6gSIqISrFmTeBpEmYjf3Ag,WRITE_REVIEW{date:2018-06-28 13:03:24},r-aMqvEYQmnkmMqjaEC4K9kQ
u-6gSIqISrFmTeBpEmYjf3Ag,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-6gSIqISrFmTeBpEmYjf3Ag,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-qDrNQrVcR_1y-rm0uk5zeA
u-Lfcfi07ymAdaHZlph_QRNg,WRITE_REVIEW{date:2018-06-24 01:56:16},r-qDrNQrVcR_1y-rm0uk5zeA
u-Lfcfi07ymAdaHZlph_QRNg,VISIT{count:1},b-BoiAZQB9AHRvazM055GFOw
u-Lfcfi07ymAdaHZlph_QRNg,RATE{star:5.0},b-BoiAZQB9AHRvazM055GFOw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-87t_jCwdgLkEFdOa7q09lQ
u-X6wbOm865HPjS94-yMXT9Q,WRITE_REVIEW{date:2018-09-01 09:45:07},r-87t_jCwdgLkEFdOa7q09lQ
