,u_id,user_id,user_name,gender,age,fans,review_count,average_stars,friends,u_menus,r_id,rest_id,rest_name,postal_code,city,state,country,rest_rating,category,menus,aspects,rating,timestamp
2668,2521,u-pd8Dxw4kTgXb34RvlKo9HQ,Nicole,1,56,0,7,4.71,[],['chicken dish'],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",3.0,1526734194
2669,2522,u-zOpeHDA4qVFdMD5GrnQAJA,Carly,1,45,0,5,4.0,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1521971017
2670,2523,u-5I4_OEvrdTRhrk6ipGVQEw,Ed,0,35,0,20,3.95,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1520237133
2671,2524,u-FsxfBw7anfOOR5BRUUsiNg,John,0,45,0,9,3.78,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1520417276
2672,2525,u-2wKnvn68eWybc7ID-7UQmQ,Rosta,1,35,3,43,3.82,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",2.0,1519572607
2673,2526,u-1YeIANv8LhILqUgiRE9QEw,Sanjeev,0,56,0,6,2.13,[],['chutney bar'],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",2.0,1517674789
2674,2527,u-_hsruQCw6UTnjlQiuSpScg,Mike,0,45,8,195,4.16,[],"['tikka masala', 'mango lassi', 'rice']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1516782412
2675,2528,u-IjNOwI028HYJ9deeeFkXqQ,John,0,1,0,47,4.02,[],"['chicken', 'masala bowl', 'basmati rice']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1517645552
2676,2529,u-P-zcn6bAoY-k00JAli6QGg,Jessika,1,25,0,5,3.0,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1523908379
2677,2530,u-MXE5dJEqzzfKDLEGkHbdVA,Misti,1,25,6,292,4.31,[],"['mint ginger', 'tiki masala', 'mango']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1518544335
2678,2531,u-hxPWBfqBDTTxymwEH1MBvA,Ashley,1,25,5,62,4.58,[],['lamb'],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1516694366
2679,2532,u-x1oGkd_OmPwX2x08Aarliw,Jenny,1,35,6,66,4.39,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1518593541
2680,2533,u-W6PIKkebV2FniV-5ju5EcQ,Taylor,0,56,1,4,3.17,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1523957273
2681,2534,u-pOwfDXnF1rRfUCZD5axsWw,Lakshmi,1,35,0,27,4.22,[],"['lentils', 'tandoor', 'paneer', 'chaat', 'Samosa', 'chicken']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1517677959
2682,2535,u-CIKD9oMj-qTZ3zDdgFW5_Q,Ben,0,56,17,199,3.79,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",3.0,1537972717
2683,2536,u-dQm7mXUyHfKBmUj0aQMSnQ,Sasha,0,45,17,262,3.05,[],['roti'],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",3.0,1537169229
2684,2537,u-lyNcVUmdHPAyM_RPhqhpkQ,Alycia,1,45,0,18,3.22,[],"['lamb balls', 'lamb']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1522910717
2685,2538,u-HvDBT2whHCalPX7eWgmrqw,Julia,1,35,23,338,4.11,[],"['paneer', 'choolah bowl', 'paneer pieces', 'salad']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1526917010
2686,2539,u-Bz9Hddcu2Hu0h3FArKfDGQ,Abbie,1,45,3,44,4.09,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1521300187
2687,2540,u-nwU4t2g_SoWUIxitKUnSPA,Jamie,1,35,0,27,2.96,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1536065838
2688,2541,u-X5WIMBLD0xi5QT6XnWC1zw,Glen,0,18,0,54,4.05,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1525179403
2689,2542,u-G87gp24y1e96qj8fRpNROQ,Herb,0,56,0,1,1.0,[],"['biryani', 'paneer', 'naan', 'pot pie']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",1.0,1517040090
2690,2543,u-21W8iTZGWdCk1utgudcToQ,Mary Lou,1,56,7,69,3.76,[],['Samosa'],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",4.0,1521460284
2691,2544,u-25jya83wrn5NXnFF-J85ew,Yaier,1,35,0,3,4.67,[],[],74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1528722190
2692,2545,u-oCXlO9gzXBG5R_68fnV8Fw,Alfonsina,1,25,1,67,3.85,['u-LGXlkLvjylax593u-evS7w'],"['Samosa', 'tandoori veggies', 'Masala Sauce']",74,b-oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,15206,Pittsburgh,PA,United States,4.0,"['Vegan', 'Vegetarian', 'Indian', 'Gluten-Free']","['tikka masala', 'lentils', 'Naan', 'yellow daal', 'masala bowl', 'Choolaah Salad', 'Samosa Chat', 'chaat', 'Paneer wrap', 'biryani', 'paneer', 'Samosa', 'Masala Sauce', 'mango', 'Pav bhaji', 'sauce', 'paneer pieces', 'chicken dish', 'curry', 'Tikki masala', 'chicken', 'salmon', 'Mango Lassi', 'Indian BBQ', 'salad', 'mint ginger', 'mango lassi', 'Pav Bhaji', 'Mango lassi', 'salmon tikka', 'basmati rice', 'Sauce', 'naan', 'chutney bar', 'pot pie', 'lamb balls', 'choolah bowl', 'tandoor', 'rice', 'roti', 'lamb meatballs', 'lamb', 'tiki masala', 'tandoori veggies']","['Staff', 'Service', 'Food', 'Ambience', 'Menu', 'Decor', 'Taste', 'Price', 'Parking']",5.0,1521963910
